Lugar de residencia;Anual;Sexo;Medida;Valor;
Albanchez;2001;Hombres;Crecimiento vegetativo;0;
Albanchez;2001;Mujeres;Crecimiento vegetativo;-1;
Albanchez;2002;Ambos sexos;Crecimiento vegetativo;-6;
Albanchez;2002;Hombres;Crecimiento vegetativo;-2;
Albanchez;2002;Mujeres;Crecimiento vegetativo;-4;
Albanchez;2003;Ambos sexos;Crecimiento vegetativo;-1;
Albanchez;2003;Hombres;Crecimiento vegetativo;-6;
Albanchez;2003;Mujeres;Crecimiento vegetativo;5;
Albanchez;2004;Ambos sexos;Crecimiento vegetativo;-7;
Albanchez;2004;Hombres;Crecimiento vegetativo;-3;
Albanchez;2004;Mujeres;Crecimiento vegetativo;-4;
Albanchez;2005;Ambos sexos;Crecimiento vegetativo;-8;
Albanchez;2005;Hombres;Crecimiento vegetativo;-6;
Albanchez;2005;Mujeres;Crecimiento vegetativo;-2;
Albanchez;2006;Ambos sexos;Crecimiento vegetativo;-7;
Albanchez;2006;Hombres;Crecimiento vegetativo;-4;
Albanchez;2006;Mujeres;Crecimiento vegetativo;-3;
Albanchez;2007;Ambos sexos;Crecimiento vegetativo;2;
Albanchez;2007;Hombres;Crecimiento vegetativo;2;
Albanchez;2007;Mujeres;Crecimiento vegetativo;0;
Albanchez;2008;Ambos sexos;Crecimiento vegetativo;1;
Albanchez;2008;Hombres;Crecimiento vegetativo;2;
Albanchez;2008;Mujeres;Crecimiento vegetativo;-1;
Albanchez;2009;Ambos sexos;Crecimiento vegetativo;-5;
Albanchez;2009;Hombres;Crecimiento vegetativo;-2;
Albanchez;2009;Mujeres;Crecimiento vegetativo;-3;
Albanchez;2010;Ambos sexos;Crecimiento vegetativo;-8;
Albanchez;2010;Hombres;Crecimiento vegetativo;-6;
Albanchez;2010;Mujeres;Crecimiento vegetativo;-2;
Albanchez;2011;Ambos sexos;Crecimiento vegetativo;-9;
Albanchez;2011;Hombres;Crecimiento vegetativo;-4;
Albanchez;2011;Mujeres;Crecimiento vegetativo;-5;
Albanchez;2012;Ambos sexos;Crecimiento vegetativo;-11;
Albanchez;2012;Hombres;Crecimiento vegetativo;-6;
Albanchez;2012;Mujeres;Crecimiento vegetativo;-5;
Albanchez;2013;Ambos sexos;Crecimiento vegetativo;-9;
