Lugar de destino;Anual;Sexo;Edad;Medida;Valor;
Lucena;2020;Hombres;De 65 y más años;Inmigraciones;26;
Lucena;2020;Hombres;TOTAL;Inmigraciones;514;
Lucena;2020;Mujeres;Menores de 16 años;Inmigraciones;88;
Lucena;2020;Mujeres;De 16 a 39 años;Inmigraciones;276;
Lucena;2020;Mujeres;De 40 a 64 años;Inmigraciones;109;
Lucena;2020;Mujeres;De 65 y más años;Inmigraciones;29;
Lucena;2020;Mujeres;TOTAL;Inmigraciones;502;
Lucena;2020;Ambos sexos;Menores de 16 años;Inmigraciones;189;
Lucena;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;550;
Lucena;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;222;
Lucena;2020;Ambos sexos;De 65 y más años;Inmigraciones;55;
Lucena;2020;Ambos sexos;TOTAL;Inmigraciones;1016;
Lucena;2021;Hombres;Menores de 16 años;Inmigraciones;97;
Lucena;2021;Hombres;De 16 a 39 años;Inmigraciones;276;
Lucena;2021;Hombres;De 40 a 64 años;Inmigraciones;120;
Lucena;2021;Hombres;De 65 y más años;Inmigraciones;45;
Lucena;2021;Hombres;TOTAL;Inmigraciones;538;
Lucena;2021;Mujeres;Menores de 16 años;Inmigraciones;97;
Lucena;2021;Mujeres;De 16 a 39 años;Inmigraciones;276;
Lucena;2021;Mujeres;De 40 a 64 años;Inmigraciones;133;
Lucena;2021;Mujeres;De 65 y más años;Inmigraciones;42;
Lucena;2021;Mujeres;TOTAL;Inmigraciones;548;
Lucena;2021;Ambos sexos;Menores de 16 años;Inmigraciones;194;
Lucena;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;552;
Lucena;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;253;
Lucena;2021;Ambos sexos;De 65 y más años;Inmigraciones;87;
Lucena;2021;Ambos sexos;TOTAL;Inmigraciones;1086;
Luque;2019;Hombres;Menores de 16 años;Inmigraciones;6;
Luque;2019;Hombres;De 16 a 39 años;Inmigraciones;16;
Luque;2019;Hombres;De 40 a 64 años;Inmigraciones;11;
Luque;2019;Hombres;De 65 y más años;Inmigraciones;4;
Luque;2019;Hombres;TOTAL;Inmigraciones;37;
Luque;2019;Mujeres;Menores de 16 años;Inmigraciones;5;
Luque;2019;Mujeres;De 16 a 39 años;Inmigraciones;18;
Luque;2019;Mujeres;De 40 a 64 años;Inmigraciones;3;
Luque;2019;Mujeres;De 65 y más años;Inmigraciones;10;
Luque;2019;Mujeres;TOTAL;Inmigraciones;36;
Luque;2019;Ambos sexos;Menores de 16 años;Inmigraciones;11;
Luque;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;34;
Luque;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;14;
Luque;2019;Ambos sexos;De 65 y más años;Inmigraciones;14;
Luque;2019;Ambos sexos;TOTAL;Inmigraciones;73;
Luque;2020;Hombres;Menores de 16 años;Inmigraciones;2;
Luque;2020;Hombres;De 16 a 39 años;Inmigraciones;13;
Luque;2020;Hombres;De 40 a 64 años;Inmigraciones;13;
Luque;2020;Hombres;De 65 y más años;Inmigraciones;-;
Luque;2020;Hombres;TOTAL;Inmigraciones;28;
Luque;2020;Mujeres;Menores de 16 años;Inmigraciones;3;
Luque;2020;Mujeres;De 16 a 39 años;Inmigraciones;13;
Luque;2020;Mujeres;De 40 a 64 años;Inmigraciones;8;
Luque;2020;Mujeres;De 65 y más años;Inmigraciones;-;
Luque;2020;Mujeres;TOTAL;Inmigraciones;24;
Luque;2020;Ambos sexos;Menores de 16 años;Inmigraciones;5;
Luque;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;26;
Luque;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;21;
Luque;2020;Ambos sexos;De 65 y más años;Inmigraciones;-;
Luque;2020;Ambos sexos;TOTAL;Inmigraciones;52;
Luque;2021;Hombres;Menores de 16 años;Inmigraciones;8;
Luque;2021;Hombres;De 16 a 39 años;Inmigraciones;7;
Luque;2021;Hombres;De 40 a 64 años;Inmigraciones;7;
Luque;2021;Hombres;De 65 y más años;Inmigraciones;-;
Luque;2021;Hombres;TOTAL;Inmigraciones;22;
Luque;2021;Mujeres;Menores de 16 años;Inmigraciones;8;
Luque;2021;Mujeres;De 16 a 39 años;Inmigraciones;12;
Luque;2021;Mujeres;De 40 a 64 años;Inmigraciones;11;
Luque;2021;Mujeres;De 65 y más años;Inmigraciones;3;
Luque;2021;Mujeres;TOTAL;Inmigraciones;34;
Luque;2021;Ambos sexos;Menores de 16 años;Inmigraciones;16;
Luque;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;19;
Luque;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;18;
Luque;2021;Ambos sexos;De 65 y más años;Inmigraciones;3;
Luque;2021;Ambos sexos;TOTAL;Inmigraciones;56;
Montalbán de Córdoba;2019;Hombres;Menores de 16 años;Inmigraciones;2;
Montalbán de Córdoba;2019;Hombres;De 16 a 39 años;Inmigraciones;9;
Montalbán de Córdoba;2019;Hombres;De 40 a 64 años;Inmigraciones;8;
Montalbán de Córdoba;2019;Hombres;De 65 y más años;Inmigraciones;1;
Montalbán de Córdoba;2019;Hombres;TOTAL;Inmigraciones;20;
Montalbán de Córdoba;2019;Mujeres;Menores de 16 años;Inmigraciones;3;
Montalbán de Córdoba;2019;Mujeres;De 16 a 39 años;Inmigraciones;15;
Montalbán de Córdoba;2019;Mujeres;De 40 a 64 años;Inmigraciones;7;
Montalbán de Córdoba;2019;Mujeres;De 65 y más años;Inmigraciones;1;
Montalbán de Córdoba;2019;Mujeres;TOTAL;Inmigraciones;26;
Montalbán de Córdoba;2019;Ambos sexos;Menores de 16 años;Inmigraciones;5;
Montalbán de Córdoba;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;24;
Montalbán de Córdoba;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;15;
Montalbán de Córdoba;2019;Ambos sexos;De 65 y más años;Inmigraciones;2;
Montalbán de Córdoba;2019;Ambos sexos;TOTAL;Inmigraciones;46;
Montalbán de Córdoba;2020;Hombres;Menores de 16 años;Inmigraciones;10;
Montalbán de Córdoba;2020;Hombres;De 16 a 39 años;Inmigraciones;17;
Montalbán de Córdoba;2020;Hombres;De 40 a 64 años;Inmigraciones;9;
Montalbán de Córdoba;2020;Hombres;De 65 y más años;Inmigraciones;-;
Montalbán de Córdoba;2020;Hombres;TOTAL;Inmigraciones;36;
Montalbán de Córdoba;2020;Mujeres;Menores de 16 años;Inmigraciones;2;
Montalbán de Córdoba;2020;Mujeres;De 16 a 39 años;Inmigraciones;21;
Montalbán de Córdoba;2020;Mujeres;De 40 a 64 años;Inmigraciones;5;
Montalbán de Córdoba;2020;Mujeres;De 65 y más años;Inmigraciones;-;
Montalbán de Córdoba;2020;Mujeres;TOTAL;Inmigraciones;28;
Montalbán de Córdoba;2020;Ambos sexos;Menores de 16 años;Inmigraciones;12;
Montalbán de Córdoba;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;38;
Montalbán de Córdoba;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;14;
Montalbán de Córdoba;2020;Ambos sexos;De 65 y más años;Inmigraciones;-;
Montalbán de Córdoba;2020;Ambos sexos;TOTAL;Inmigraciones;64;
Montalbán de Córdoba;2021;Hombres;Menores de 16 años;Inmigraciones;4;
Montalbán de Córdoba;2021;Hombres;De 16 a 39 años;Inmigraciones;10;
Montalbán de Córdoba;2021;Hombres;De 40 a 64 años;Inmigraciones;7;
Montalbán de Córdoba;2021;Hombres;De 65 y más años;Inmigraciones;4;
Montalbán de Córdoba;2021;Hombres;TOTAL;Inmigraciones;25;
Montalbán de Córdoba;2021;Mujeres;Menores de 16 años;Inmigraciones;4;
Montalbán de Córdoba;2021;Mujeres;De 16 a 39 años;Inmigraciones;16;
Montalbán de Córdoba;2021;Mujeres;De 40 a 64 años;Inmigraciones;10;
Montalbán de Córdoba;2021;Mujeres;De 65 y más años;Inmigraciones;3;
Montalbán de Córdoba;2021;Mujeres;TOTAL;Inmigraciones;33;
Montalbán de Córdoba;2021;Ambos sexos;Menores de 16 años;Inmigraciones;8;
Montalbán de Córdoba;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;26;
Montalbán de Córdoba;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;17;
Montalbán de Córdoba;2021;Ambos sexos;De 65 y más años;Inmigraciones;7;
Montalbán de Córdoba;2021;Ambos sexos;TOTAL;Inmigraciones;58;
Montemayor;2019;Hombres;Menores de 16 años;Inmigraciones;5;
Montemayor;2019;Hombres;De 16 a 39 años;Inmigraciones;21;
Montemayor;2019;Hombres;De 40 a 64 años;Inmigraciones;10;
Montemayor;2019;Hombres;De 65 y más años;Inmigraciones;2;
Montemayor;2019;Hombres;TOTAL;Inmigraciones;38;
Montemayor;2019;Mujeres;Menores de 16 años;Inmigraciones;11;
Montemayor;2019;Mujeres;De 16 a 39 años;Inmigraciones;27;
Montemayor;2019;Mujeres;De 40 a 64 años;Inmigraciones;6;
Montemayor;2019;Mujeres;De 65 y más años;Inmigraciones;2;
Montemayor;2019;Mujeres;TOTAL;Inmigraciones;46;
Montemayor;2019;Ambos sexos;Menores de 16 años;Inmigraciones;16;
Montemayor;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;48;
Montemayor;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;16;
Montemayor;2019;Ambos sexos;De 65 y más años;Inmigraciones;4;
Montemayor;2019;Ambos sexos;TOTAL;Inmigraciones;84;
Montemayor;2020;Hombres;Menores de 16 años;Inmigraciones;6;
Montemayor;2020;Hombres;De 16 a 39 años;Inmigraciones;19;
Montemayor;2020;Hombres;De 40 a 64 años;Inmigraciones;11;
Montemayor;2020;Hombres;De 65 y más años;Inmigraciones;2;
Montemayor;2020;Hombres;TOTAL;Inmigraciones;38;
Montemayor;2020;Mujeres;Menores de 16 años;Inmigraciones;2;
Montemayor;2020;Mujeres;De 16 a 39 años;Inmigraciones;13;
Montemayor;2020;Mujeres;De 40 a 64 años;Inmigraciones;7;
Montemayor;2020;Mujeres;De 65 y más años;Inmigraciones;4;
Montemayor;2020;Mujeres;TOTAL;Inmigraciones;26;
Montemayor;2020;Ambos sexos;Menores de 16 años;Inmigraciones;8;
Montemayor;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;32;
Montemayor;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;18;
Montemayor;2020;Ambos sexos;De 65 y más años;Inmigraciones;6;
Montemayor;2020;Ambos sexos;TOTAL;Inmigraciones;64;
Montemayor;2021;Hombres;Menores de 16 años;Inmigraciones;9;
Montemayor;2021;Hombres;De 16 a 39 años;Inmigraciones;30;
Montemayor;2021;Hombres;De 40 a 64 años;Inmigraciones;15;
Montemayor;2021;Hombres;De 65 y más años;Inmigraciones;1;
Montemayor;2021;Hombres;TOTAL;Inmigraciones;55;
Montemayor;2021;Mujeres;Menores de 16 años;Inmigraciones;7;
Montemayor;2021;Mujeres;De 16 a 39 años;Inmigraciones;26;
Montemayor;2021;Mujeres;De 40 a 64 años;Inmigraciones;11;
Montemayor;2021;Mujeres;De 65 y más años;Inmigraciones;1;
Montemayor;2021;Mujeres;TOTAL;Inmigraciones;45;
Montemayor;2021;Ambos sexos;Menores de 16 años;Inmigraciones;16;
Montemayor;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;56;
Montemayor;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;26;
Montemayor;2021;Ambos sexos;De 65 y más años;Inmigraciones;2;
Montemayor;2021;Ambos sexos;TOTAL;Inmigraciones;100;
Montilla;2019;Hombres;Menores de 16 años;Inmigraciones;73;
Montilla;2019;Hombres;De 16 a 39 años;Inmigraciones;97;
Montilla;2019;Hombres;De 40 a 64 años;Inmigraciones;53;
Montilla;2019;Hombres;De 65 y más años;Inmigraciones;22;
Montilla;2019;Hombres;TOTAL;Inmigraciones;245;
Montilla;2019;Mujeres;Menores de 16 años;Inmigraciones;62;
Montilla;2019;Mujeres;De 16 a 39 años;Inmigraciones;156;
Montilla;2019;Mujeres;De 40 a 64 años;Inmigraciones;64;
Montilla;2019;Mujeres;De 65 y más años;Inmigraciones;12;
Montilla;2019;Mujeres;TOTAL;Inmigraciones;294;
Montilla;2019;Ambos sexos;Menores de 16 años;Inmigraciones;135;
Montilla;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;253;
Montilla;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;117;
Montilla;2019;Ambos sexos;De 65 y más años;Inmigraciones;34;
Montilla;2019;Ambos sexos;TOTAL;Inmigraciones;539;
Montilla;2020;Hombres;Menores de 16 años;Inmigraciones;26;
Montilla;2020;Hombres;De 16 a 39 años;Inmigraciones;81;
Montilla;2020;Hombres;De 40 a 64 años;Inmigraciones;39;
Montilla;2020;Hombres;De 65 y más años;Inmigraciones;16;
Montilla;2020;Hombres;TOTAL;Inmigraciones;162;
Montilla;2020;Mujeres;Menores de 16 años;Inmigraciones;40;
Montilla;2020;Mujeres;De 16 a 39 años;Inmigraciones;132;
Montilla;2020;Mujeres;De 40 a 64 años;Inmigraciones;42;
Montilla;2020;Mujeres;De 65 y más años;Inmigraciones;21;
Montilla;2020;Mujeres;TOTAL;Inmigraciones;235;
Montilla;2020;Ambos sexos;Menores de 16 años;Inmigraciones;66;
Montilla;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;213;
Montilla;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;81;
Montilla;2020;Ambos sexos;De 65 y más años;Inmigraciones;37;
Montilla;2020;Ambos sexos;TOTAL;Inmigraciones;397;
Montilla;2021;Hombres;Menores de 16 años;Inmigraciones;41;
Montilla;2021;Hombres;De 16 a 39 años;Inmigraciones;82;
Montilla;2021;Hombres;De 40 a 64 años;Inmigraciones;42;
Montilla;2021;Hombres;De 65 y más años;Inmigraciones;20;
Montilla;2021;Hombres;TOTAL;Inmigraciones;185;
Montilla;2021;Mujeres;Menores de 16 años;Inmigraciones;44;
Montilla;2021;Mujeres;De 16 a 39 años;Inmigraciones;165;
Montilla;2021;Mujeres;De 40 a 64 años;Inmigraciones;42;
Montilla;2021;Mujeres;De 65 y más años;Inmigraciones;19;
Montilla;2021;Mujeres;TOTAL;Inmigraciones;270;
Montilla;2021;Ambos sexos;Menores de 16 años;Inmigraciones;85;
Montilla;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;247;
Montilla;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;84;
Montilla;2021;Ambos sexos;De 65 y más años;Inmigraciones;39;
Montilla;2021;Ambos sexos;TOTAL;Inmigraciones;455;
Montoro;2019;Hombres;Menores de 16 años;Inmigraciones;19;
Montoro;2019;Hombres;De 16 a 39 años;Inmigraciones;39;
Montoro;2019;Hombres;De 40 a 64 años;Inmigraciones;17;
Montoro;2019;Hombres;De 65 y más años;Inmigraciones;3;
Montoro;2019;Hombres;TOTAL;Inmigraciones;78;
Montoro;2019;Mujeres;Menores de 16 años;Inmigraciones;13;
Montoro;2019;Mujeres;De 16 a 39 años;Inmigraciones;27;
Montoro;2019;Mujeres;De 40 a 64 años;Inmigraciones;14;
Montoro;2019;Mujeres;De 65 y más años;Inmigraciones;9;
Montoro;2019;Mujeres;TOTAL;Inmigraciones;63;
Montoro;2019;Ambos sexos;Menores de 16 años;Inmigraciones;32;
Montoro;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;66;
Montoro;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;31;
Montoro;2019;Ambos sexos;De 65 y más años;Inmigraciones;12;
Montoro;2019;Ambos sexos;TOTAL;Inmigraciones;141;
Montoro;2020;Hombres;Menores de 16 años;Inmigraciones;9;
Montoro;2020;Hombres;De 16 a 39 años;Inmigraciones;36;
Montoro;2020;Hombres;De 40 a 64 años;Inmigraciones;20;
Montoro;2020;Hombres;De 65 y más años;Inmigraciones;8;
Montoro;2020;Hombres;TOTAL;Inmigraciones;73;
Montoro;2020;Mujeres;Menores de 16 años;Inmigraciones;15;
Montoro;2020;Mujeres;De 16 a 39 años;Inmigraciones;38;
Montoro;2020;Mujeres;De 40 a 64 años;Inmigraciones;15;
Montoro;2020;Mujeres;De 65 y más años;Inmigraciones;4;
Montoro;2020;Mujeres;TOTAL;Inmigraciones;72;
Montoro;2020;Ambos sexos;Menores de 16 años;Inmigraciones;24;
Montoro;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;74;
Montoro;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;35;
Montoro;2020;Ambos sexos;De 65 y más años;Inmigraciones;12;
Montoro;2020;Ambos sexos;TOTAL;Inmigraciones;145;
Montoro;2021;Hombres;Menores de 16 años;Inmigraciones;17;
Montoro;2021;Hombres;De 16 a 39 años;Inmigraciones;44;
Montoro;2021;Hombres;De 40 a 64 años;Inmigraciones;21;
Montoro;2021;Hombres;De 65 y más años;Inmigraciones;6;
Montoro;2021;Hombres;TOTAL;Inmigraciones;88;
Montoro;2021;Mujeres;Menores de 16 años;Inmigraciones;17;
Montoro;2021;Mujeres;De 16 a 39 años;Inmigraciones;27;
Montoro;2021;Mujeres;De 40 a 64 años;Inmigraciones;14;
Montoro;2021;Mujeres;De 65 y más años;Inmigraciones;6;
Montoro;2021;Mujeres;TOTAL;Inmigraciones;64;
Montoro;2021;Ambos sexos;Menores de 16 años;Inmigraciones;34;
Montoro;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;71;
Montoro;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;35;
Montoro;2021;Ambos sexos;De 65 y más años;Inmigraciones;12;
Montoro;2021;Ambos sexos;TOTAL;Inmigraciones;152;
Monturque;2019;Hombres;Menores de 16 años;Inmigraciones;5;
Monturque;2019;Hombres;De 16 a 39 años;Inmigraciones;9;
Monturque;2019;Hombres;De 40 a 64 años;Inmigraciones;3;
Monturque;2019;Hombres;De 65 y más años;Inmigraciones;-;
Monturque;2019;Hombres;TOTAL;Inmigraciones;17;
Monturque;2019;Mujeres;Menores de 16 años;Inmigraciones;1;
Monturque;2019;Mujeres;De 16 a 39 años;Inmigraciones;9;
Monturque;2019;Mujeres;De 40 a 64 años;Inmigraciones;2;
Monturque;2019;Mujeres;De 65 y más años;Inmigraciones;1;
Monturque;2019;Mujeres;TOTAL;Inmigraciones;13;
Monturque;2019;Ambos sexos;Menores de 16 años;Inmigraciones;6;
Monturque;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;18;
Monturque;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;5;
Monturque;2019;Ambos sexos;De 65 y más años;Inmigraciones;1;
Monturque;2019;Ambos sexos;TOTAL;Inmigraciones;30;
Monturque;2020;Hombres;Menores de 16 años;Inmigraciones;4;
Monturque;2020;Hombres;De 16 a 39 años;Inmigraciones;12;
Monturque;2020;Hombres;De 40 a 64 años;Inmigraciones;4;
Monturque;2020;Hombres;De 65 y más años;Inmigraciones;-;
Monturque;2020;Hombres;TOTAL;Inmigraciones;20;
Monturque;2020;Mujeres;Menores de 16 años;Inmigraciones;4;
Monturque;2020;Mujeres;De 16 a 39 años;Inmigraciones;9;
Monturque;2020;Mujeres;De 40 a 64 años;Inmigraciones;6;
Monturque;2020;Mujeres;De 65 y más años;Inmigraciones;2;
Monturque;2020;Mujeres;TOTAL;Inmigraciones;21;
Monturque;2020;Ambos sexos;Menores de 16 años;Inmigraciones;8;
Monturque;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;21;
Monturque;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;10;
Monturque;2020;Ambos sexos;De 65 y más años;Inmigraciones;2;
Monturque;2020;Ambos sexos;TOTAL;Inmigraciones;41;
Monturque;2021;Hombres;Menores de 16 años;Inmigraciones;2;
Monturque;2021;Hombres;De 16 a 39 años;Inmigraciones;12;
Monturque;2021;Hombres;De 40 a 64 años;Inmigraciones;7;
Monturque;2021;Hombres;De 65 y más años;Inmigraciones;2;
Monturque;2021;Hombres;TOTAL;Inmigraciones;23;
Monturque;2021;Mujeres;Menores de 16 años;Inmigraciones;4;
Monturque;2021;Mujeres;De 16 a 39 años;Inmigraciones;13;
Monturque;2021;Mujeres;De 40 a 64 años;Inmigraciones;2;
Monturque;2021;Mujeres;De 65 y más años;Inmigraciones;3;
Monturque;2021;Mujeres;TOTAL;Inmigraciones;22;
Monturque;2021;Ambos sexos;Menores de 16 años;Inmigraciones;6;
Monturque;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;25;
Monturque;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;9;
Monturque;2021;Ambos sexos;De 65 y más años;Inmigraciones;5;
Monturque;2021;Ambos sexos;TOTAL;Inmigraciones;45;
Moriles;2019;Hombres;Menores de 16 años;Inmigraciones;4;
Moriles;2019;Hombres;De 16 a 39 años;Inmigraciones;21;
Moriles;2019;Hombres;De 40 a 64 años;Inmigraciones;11;
Moriles;2019;Hombres;De 65 y más años;Inmigraciones;3;
Moriles;2019;Hombres;TOTAL;Inmigraciones;39;
Moriles;2019;Mujeres;Menores de 16 años;Inmigraciones;2;
Moriles;2019;Mujeres;De 16 a 39 años;Inmigraciones;25;
Moriles;2019;Mujeres;De 40 a 64 años;Inmigraciones;9;
Moriles;2019;Mujeres;De 65 y más años;Inmigraciones;2;
Moriles;2019;Mujeres;TOTAL;Inmigraciones;38;
Moriles;2019;Ambos sexos;Menores de 16 años;Inmigraciones;6;
Moriles;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;46;
Moriles;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;20;
Moriles;2019;Ambos sexos;De 65 y más años;Inmigraciones;5;
Moriles;2019;Ambos sexos;TOTAL;Inmigraciones;77;
Moriles;2020;Hombres;Menores de 16 años;Inmigraciones;12;
Moriles;2020;Hombres;De 16 a 39 años;Inmigraciones;18;
Moriles;2020;Hombres;De 40 a 64 años;Inmigraciones;15;
Moriles;2020;Hombres;De 65 y más años;Inmigraciones;3;
Moriles;2020;Hombres;TOTAL;Inmigraciones;48;
Moriles;2020;Mujeres;Menores de 16 años;Inmigraciones;10;
Moriles;2020;Mujeres;De 16 a 39 años;Inmigraciones;21;
Moriles;2020;Mujeres;De 40 a 64 años;Inmigraciones;10;
Moriles;2020;Mujeres;De 65 y más años;Inmigraciones;4;
Moriles;2020;Mujeres;TOTAL;Inmigraciones;45;
Moriles;2020;Ambos sexos;Menores de 16 años;Inmigraciones;22;
Moriles;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;39;
Moriles;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;25;
Moriles;2020;Ambos sexos;De 65 y más años;Inmigraciones;7;
Moriles;2020;Ambos sexos;TOTAL;Inmigraciones;93;
Moriles;2021;Hombres;Menores de 16 años;Inmigraciones;8;
Moriles;2021;Hombres;De 16 a 39 años;Inmigraciones;14;
Moriles;2021;Hombres;De 40 a 64 años;Inmigraciones;8;
Moriles;2021;Hombres;De 65 y más años;Inmigraciones;6;
Moriles;2021;Hombres;TOTAL;Inmigraciones;36;
Moriles;2021;Mujeres;Menores de 16 años;Inmigraciones;6;
Moriles;2021;Mujeres;De 16 a 39 años;Inmigraciones;16;
Moriles;2021;Mujeres;De 40 a 64 años;Inmigraciones;8;
Moriles;2021;Mujeres;De 65 y más años;Inmigraciones;4;
Moriles;2021;Mujeres;TOTAL;Inmigraciones;34;
Moriles;2021;Ambos sexos;Menores de 16 años;Inmigraciones;14;
Moriles;2021;Ambos sexos;De 16 a 39 años;Inmigraciones;30;
Moriles;2021;Ambos sexos;De 40 a 64 años;Inmigraciones;16;
Moriles;2021;Ambos sexos;De 65 y más años;Inmigraciones;10;
Moriles;2021;Ambos sexos;TOTAL;Inmigraciones;70;
Nueva Carteya;2019;Hombres;Menores de 16 años;Inmigraciones;7;
Nueva Carteya;2019;Hombres;De 16 a 39 años;Inmigraciones;22;
Nueva Carteya;2019;Hombres;De 40 a 64 años;Inmigraciones;9;
Nueva Carteya;2019;Hombres;De 65 y más años;Inmigraciones;2;
Nueva Carteya;2019;Hombres;TOTAL;Inmigraciones;40;
Nueva Carteya;2019;Mujeres;Menores de 16 años;Inmigraciones;8;
Nueva Carteya;2019;Mujeres;De 16 a 39 años;Inmigraciones;21;
Nueva Carteya;2019;Mujeres;De 40 a 64 años;Inmigraciones;14;
Nueva Carteya;2019;Mujeres;De 65 y más años;Inmigraciones;3;
Nueva Carteya;2019;Mujeres;TOTAL;Inmigraciones;46;
Nueva Carteya;2019;Ambos sexos;Menores de 16 años;Inmigraciones;15;
Nueva Carteya;2019;Ambos sexos;De 16 a 39 años;Inmigraciones;43;
Nueva Carteya;2019;Ambos sexos;De 40 a 64 años;Inmigraciones;23;
Nueva Carteya;2019;Ambos sexos;De 65 y más años;Inmigraciones;5;
Nueva Carteya;2019;Ambos sexos;TOTAL;Inmigraciones;86;
Nueva Carteya;2020;Hombres;Menores de 16 años;Inmigraciones;1;
Nueva Carteya;2020;Hombres;De 16 a 39 años;Inmigraciones;23;
Nueva Carteya;2020;Hombres;De 40 a 64 años;Inmigraciones;10;
Nueva Carteya;2020;Hombres;De 65 y más años;Inmigraciones;5;
Nueva Carteya;2020;Hombres;TOTAL;Inmigraciones;39;
Nueva Carteya;2020;Mujeres;Menores de 16 años;Inmigraciones;5;
Nueva Carteya;2020;Mujeres;De 16 a 39 años;Inmigraciones;22;
Nueva Carteya;2020;Mujeres;De 40 a 64 años;Inmigraciones;7;
Nueva Carteya;2020;Mujeres;De 65 y más años;Inmigraciones;4;
Nueva Carteya;2020;Mujeres;TOTAL;Inmigraciones;38;
Nueva Carteya;2020;Ambos sexos;Menores de 16 años;Inmigraciones;6;
Nueva Carteya;2020;Ambos sexos;De 16 a 39 años;Inmigraciones;45;
Nueva Carteya;2020;Ambos sexos;De 40 a 64 años;Inmigraciones;17;
Nueva Carteya;2020;Ambos sexos;De 65 y más años;Inmigraciones;9;
Nueva Carteya;2020;Ambos sexos;TOTAL;Inmigraciones;77;
