Lugar de residencia;Anual;Sexo;Medida;Valor;
Algeciras;2015;Mujeres;Crecimiento vegetativo;193;
Algeciras;2016;Ambos sexos;Crecimiento vegetativo;360;
Algeciras;2016;Hombres;Crecimiento vegetativo;107;
Algeciras;2016;Mujeres;Crecimiento vegetativo;253;
Algeciras;2017;Ambos sexos;Crecimiento vegetativo;285;
Algeciras;2017;Hombres;Crecimiento vegetativo;118;
Algeciras;2017;Mujeres;Crecimiento vegetativo;167;
Algeciras;2018;Ambos sexos;Crecimiento vegetativo;132;
Algeciras;2018;Hombres;Crecimiento vegetativo;55;
Algeciras;2018;Mujeres;Crecimiento vegetativo;77;
Algeciras;2019;Ambos sexos;Crecimiento vegetativo;137;
Algeciras;2019;Hombres;Crecimiento vegetativo;69;
Algeciras;2019;Mujeres;Crecimiento vegetativo;68;
Algeciras;2020;Ambos sexos;Crecimiento vegetativo;-59;
Algeciras;2020;Hombres;Crecimiento vegetativo;-40;
Algeciras;2020;Mujeres;Crecimiento vegetativo;-19;
Algeciras;2021;Ambos sexos;Crecimiento vegetativo;-296;
Algeciras;2021;Hombres;Crecimiento vegetativo;-147;
Algeciras;2021;Mujeres;Crecimiento vegetativo;-149;
Algeciras;2022;Ambos sexos;Crecimiento vegetativo;-129;
Algeciras;2022;Hombres;Crecimiento vegetativo;-76;
Algeciras;2022;Mujeres;Crecimiento vegetativo;-53;
Algeciras;2023;Ambos sexos;Crecimiento vegetativo;-101;
Algeciras;2023;Hombres;Crecimiento vegetativo;-86;
Algeciras;2023;Mujeres;Crecimiento vegetativo;-15;
Algodonales;1996;Ambos sexos;Crecimiento vegetativo;-7;
Algodonales;1996;Hombres;Crecimiento vegetativo;-5;
Algodonales;1996;Mujeres;Crecimiento vegetativo;-2;
Algodonales;1997;Ambos sexos;Crecimiento vegetativo;-7;
Algodonales;1997;Hombres;Crecimiento vegetativo;-8;
Algodonales;1997;Mujeres;Crecimiento vegetativo;1;
