Territorio;Estado del dato;Tipo de establecimiento turístico;Medida;Valor;
Bornos;Provisional;Hotel-Apartamento;Nº de plazas;-;
Bornos;Provisional;Pensión;Nº de plazas;-;
Bornos;Provisional;Albergues;Nº de plazas;-;
Bornos;Provisional;Campings;Nº de plazas;-;
Bornos;Provisional;Casas Rurales;Nº de plazas;-;
Bornos;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;58;
Bornos;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Bornos;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Bornos;Provisional;Total;Nº de plazas;126;
Cádiz (capital);Provisional;Apartamentos turísticos;Nº de plazas;1436;
Cádiz (capital);Provisional;Hostal;Nº de plazas;327;
Cádiz (capital);Provisional;Hotel;Nº de plazas;3122;
Cádiz (capital);Provisional;Hotel-Apartamento;Nº de plazas;-;
Cádiz (capital);Provisional;Pensión;Nº de plazas;107;
Cádiz (capital);Provisional;Albergues;Nº de plazas;313;
Cádiz (capital);Provisional;Campings;Nº de plazas;-;
Cádiz (capital);Provisional;Casas Rurales;Nº de plazas;-;
Cádiz (capital);Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Cádiz (capital);Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Cádiz (capital);Provisional;Viviendas con fines turísticos;Nº de plazas;12590;
Cádiz (capital);Provisional;Total;Nº de plazas;17895;
Castellar de la Frontera;Provisional;Apartamentos turísticos;Nº de plazas;-;
Castellar de la Frontera;Provisional;Hostal;Nº de plazas;-;
Castellar de la Frontera;Provisional;Hotel;Nº de plazas;-;
Castellar de la Frontera;Provisional;Hotel-Apartamento;Nº de plazas;-;
Castellar de la Frontera;Provisional;Pensión;Nº de plazas;-;
Castellar de la Frontera;Provisional;Albergues;Nº de plazas;-;
Castellar de la Frontera;Provisional;Campings;Nº de plazas;-;
Castellar de la Frontera;Provisional;Casas Rurales;Nº de plazas;-;
Castellar de la Frontera;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;48;
Castellar de la Frontera;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Castellar de la Frontera;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Castellar de la Frontera;Provisional;Total;Nº de plazas;276;
Chiclana de la Frontera;Provisional;Apartamentos turísticos;Nº de plazas;-;
Chiclana de la Frontera;Provisional;Hostal;Nº de plazas;-;
Chiclana de la Frontera;Provisional;Hotel;Nº de plazas;8917;
Chiclana de la Frontera;Provisional;Hotel-Apartamento;Nº de plazas;-;
Chiclana de la Frontera;Provisional;Pensión;Nº de plazas;-;
Chiclana de la Frontera;Provisional;Albergues;Nº de plazas;-;
Chiclana de la Frontera;Provisional;Campings;Nº de plazas;-;
Chiclana de la Frontera;Provisional;Casas Rurales;Nº de plazas;-;
Chiclana de la Frontera;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;4355;
Chiclana de la Frontera;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Chiclana de la Frontera;Provisional;Viviendas con fines turísticos;Nº de plazas;11376;
Chiclana de la Frontera;Provisional;Total;Nº de plazas;29006;
Chipiona;Provisional;Apartamentos turísticos;Nº de plazas;-;
Chipiona;Provisional;Hostal;Nº de plazas;432;
Chipiona;Provisional;Hotel;Nº de plazas;2073;
Chipiona;Provisional;Hotel-Apartamento;Nº de plazas;-;
Chipiona;Provisional;Pensión;Nº de plazas;106;
Chipiona;Provisional;Albergues;Nº de plazas;-;
Chipiona;Provisional;Campings;Nº de plazas;-;
Chipiona;Provisional;Casas Rurales;Nº de plazas;-;
Chipiona;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;34;
Chipiona;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Chipiona;Provisional;Viviendas con fines turísticos;Nº de plazas;2145;
Chipiona;Provisional;Total;Nº de plazas;5643;
Conil de la Frontera;Provisional;Apartamentos turísticos;Nº de plazas;832;
Conil de la Frontera;Provisional;Hostal;Nº de plazas;738;
Conil de la Frontera;Provisional;Hotel;Nº de plazas;5330;
Conil de la Frontera;Provisional;Hotel-Apartamento;Nº de plazas;-;
Conil de la Frontera;Provisional;Pensión;Nº de plazas;206;
Conil de la Frontera;Provisional;Albergues;Nº de plazas;-;
Conil de la Frontera;Provisional;Campings;Nº de plazas;5046;
Conil de la Frontera;Provisional;Casas Rurales;Nº de plazas;78;
Conil de la Frontera;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;5197;
Conil de la Frontera;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Conil de la Frontera;Provisional;Viviendas con fines turísticos;Nº de plazas;12362;
Conil de la Frontera;Provisional;Total;Nº de plazas;30072;
El Bosque;Provisional;Apartamentos turísticos;Nº de plazas;157;
El Bosque;Provisional;Hostal;Nº de plazas;-;
El Bosque;Provisional;Hotel;Nº de plazas;-;
El Bosque;Provisional;Hotel-Apartamento;Nº de plazas;-;
El Bosque;Provisional;Pensión;Nº de plazas;-;
El Bosque;Provisional;Albergues;Nº de plazas;-;
El Bosque;Provisional;Campings;Nº de plazas;-;
El Bosque;Provisional;Casas Rurales;Nº de plazas;75;
El Bosque;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;833;
El Bosque;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
El Bosque;Provisional;Viviendas con fines turísticos;Nº de plazas;115;
El Bosque;Provisional;Total;Nº de plazas;1802;
El Gastor;Provisional;Apartamentos turísticos;Nº de plazas;-;
El Gastor;Provisional;Hostal;Nº de plazas;-;
El Gastor;Provisional;Hotel;Nº de plazas;-;
El Gastor;Provisional;Hotel-Apartamento;Nº de plazas;-;
El Gastor;Provisional;Pensión;Nº de plazas;-;
El Gastor;Provisional;Albergues;Nº de plazas;-;
El Gastor;Provisional;Campings;Nº de plazas;-;
El Gastor;Provisional;Casas Rurales;Nº de plazas;-;
El Gastor;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;678;
El Gastor;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
El Gastor;Provisional;Viviendas con fines turísticos;Nº de plazas;21;
El Gastor;Provisional;Total;Nº de plazas;702;
El Puerto de Santa María;Provisional;Apartamentos turísticos;Nº de plazas;209;
El Puerto de Santa María;Provisional;Hostal;Nº de plazas;182;
El Puerto de Santa María;Provisional;Hotel;Nº de plazas;1988;
El Puerto de Santa María;Provisional;Hotel-Apartamento;Nº de plazas;-;
El Puerto de Santa María;Provisional;Pensión;Nº de plazas;-;
El Puerto de Santa María;Provisional;Albergues;Nº de plazas;-;
El Puerto de Santa María;Provisional;Campings;Nº de plazas;-;
El Puerto de Santa María;Provisional;Casas Rurales;Nº de plazas;-;
El Puerto de Santa María;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;143;
El Puerto de Santa María;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
El Puerto de Santa María;Provisional;Viviendas con fines turísticos;Nº de plazas;8263;
El Puerto de Santa María;Provisional;Total;Nº de plazas;13675;
Espera;Provisional;Apartamentos turísticos;Nº de plazas;-;
Espera;Provisional;Hostal;Nº de plazas;-;
Espera;Provisional;Hotel;Nº de plazas;-;
Espera;Provisional;Hotel-Apartamento;Nº de plazas;-;
Espera;Provisional;Pensión;Nº de plazas;-;
Espera;Provisional;Albergues;Nº de plazas;-;
Espera;Provisional;Campings;Nº de plazas;-;
Espera;Provisional;Casas Rurales;Nº de plazas;-;
Espera;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;45;
Espera;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Espera;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Espera;Provisional;Total;Nº de plazas;51;
Grazalema;Provisional;Apartamentos turísticos;Nº de plazas;-;
Grazalema;Provisional;Hostal;Nº de plazas;-;
Grazalema;Provisional;Hotel;Nº de plazas;-;
Grazalema;Provisional;Hotel-Apartamento;Nº de plazas;-;
Grazalema;Provisional;Pensión;Nº de plazas;-;
Grazalema;Provisional;Albergues;Nº de plazas;-;
Grazalema;Provisional;Campings;Nº de plazas;-;
Grazalema;Provisional;Casas Rurales;Nº de plazas;68;
Grazalema;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;848;
Grazalema;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Grazalema;Provisional;Viviendas con fines turísticos;Nº de plazas;159;
Grazalema;Provisional;Total;Nº de plazas;2303;
Jerez de la Frontera;Provisional;Apartamentos turísticos;Nº de plazas;674;
Jerez de la Frontera;Provisional;Hostal;Nº de plazas;-;
Jerez de la Frontera;Provisional;Hotel;Nº de plazas;3688;
Jerez de la Frontera;Provisional;Hotel-Apartamento;Nº de plazas;-;
Jerez de la Frontera;Provisional;Pensión;Nº de plazas;-;
Jerez de la Frontera;Provisional;Albergues;Nº de plazas;-;
Jerez de la Frontera;Provisional;Campings;Nº de plazas;-;
Jerez de la Frontera;Provisional;Casas Rurales;Nº de plazas;68;
Jerez de la Frontera;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;232;
Jerez de la Frontera;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Jerez de la Frontera;Provisional;Viviendas con fines turísticos;Nº de plazas;5157;
Jerez de la Frontera;Provisional;Total;Nº de plazas;10380;
Jimena de la Frontera;Provisional;Apartamentos turísticos;Nº de plazas;-;
Jimena de la Frontera;Provisional;Hostal;Nº de plazas;-;
Jimena de la Frontera;Provisional;Hotel;Nº de plazas;-;
Jimena de la Frontera;Provisional;Hotel-Apartamento;Nº de plazas;-;
Jimena de la Frontera;Provisional;Pensión;Nº de plazas;-;
Jimena de la Frontera;Provisional;Albergues;Nº de plazas;-;
Jimena de la Frontera;Provisional;Campings;Nº de plazas;-;
Jimena de la Frontera;Provisional;Casas Rurales;Nº de plazas;82;
Jimena de la Frontera;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;569;
Jimena de la Frontera;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Jimena de la Frontera;Provisional;Viviendas con fines turísticos;Nº de plazas;51;
Jimena de la Frontera;Provisional;Total;Nº de plazas;1160;
La Línea de la Concepción;Provisional;Apartamentos turísticos;Nº de plazas;-;
La Línea de la Concepción;Provisional;Hostal;Nº de plazas;-;
La Línea de la Concepción;Provisional;Hotel;Nº de plazas;1360;
La Línea de la Concepción;Provisional;Hotel-Apartamento;Nº de plazas;-;
La Línea de la Concepción;Provisional;Pensión;Nº de plazas;-;
La Línea de la Concepción;Provisional;Albergues;Nº de plazas;-;
La Línea de la Concepción;Provisional;Campings;Nº de plazas;-;
La Línea de la Concepción;Provisional;Casas Rurales;Nº de plazas;-;
La Línea de la Concepción;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
La Línea de la Concepción;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
La Línea de la Concepción;Provisional;Viviendas con fines turísticos;Nº de plazas;807;
La Línea de la Concepción;Provisional;Total;Nº de plazas;3222;
Los Barrios;Provisional;Apartamentos turísticos;Nº de plazas;-;
Los Barrios;Provisional;Hostal;Nº de plazas;-;
Los Barrios;Provisional;Hotel;Nº de plazas;844;
Los Barrios;Provisional;Hotel-Apartamento;Nº de plazas;-;
Los Barrios;Provisional;Pensión;Nº de plazas;-;
Los Barrios;Provisional;Albergues;Nº de plazas;-;
Los Barrios;Provisional;Campings;Nº de plazas;-;
Los Barrios;Provisional;Casas Rurales;Nº de plazas;-;
Los Barrios;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;64;
Los Barrios;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Los Barrios;Provisional;Viviendas con fines turísticos;Nº de plazas;60;
Los Barrios;Provisional;Total;Nº de plazas;1064;
Medina Sidonia;Provisional;Apartamentos turísticos;Nº de plazas;-;
Medina Sidonia;Provisional;Hostal;Nº de plazas;-;
Medina Sidonia;Provisional;Hotel;Nº de plazas;151;
Medina Sidonia;Provisional;Hotel-Apartamento;Nº de plazas;-;
Medina Sidonia;Provisional;Pensión;Nº de plazas;-;
Medina Sidonia;Provisional;Albergues;Nº de plazas;-;
Medina Sidonia;Provisional;Campings;Nº de plazas;-;
Medina Sidonia;Provisional;Casas Rurales;Nº de plazas;-;
Medina Sidonia;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;392;
Medina Sidonia;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Medina Sidonia;Provisional;Viviendas con fines turísticos;Nº de plazas;178;
Medina Sidonia;Provisional;Total;Nº de plazas;1001;
Olvera;Provisional;Apartamentos turísticos;Nº de plazas;-;
Olvera;Provisional;Hostal;Nº de plazas;-;
Olvera;Provisional;Hotel;Nº de plazas;-;
Olvera;Provisional;Hotel-Apartamento;Nº de plazas;-;
Olvera;Provisional;Pensión;Nº de plazas;-;
Olvera;Provisional;Albergues;Nº de plazas;-;
Olvera;Provisional;Campings;Nº de plazas;-;
Olvera;Provisional;Casas Rurales;Nº de plazas;-;
Olvera;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;499;
Olvera;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Olvera;Provisional;Viviendas con fines turísticos;Nº de plazas;95;
Olvera;Provisional;Total;Nº de plazas;2070;
Paterna de Rivera;Provisional;Apartamentos turísticos;Nº de plazas;-;
Paterna de Rivera;Provisional;Hostal;Nº de plazas;-;
Paterna de Rivera;Provisional;Hotel;Nº de plazas;-;
Paterna de Rivera;Provisional;Hotel-Apartamento;Nº de plazas;-;
Paterna de Rivera;Provisional;Pensión;Nº de plazas;-;
Paterna de Rivera;Provisional;Albergues;Nº de plazas;-;
Paterna de Rivera;Provisional;Campings;Nº de plazas;-;
Paterna de Rivera;Provisional;Casas Rurales;Nº de plazas;-;
Paterna de Rivera;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Paterna de Rivera;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Paterna de Rivera;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Paterna de Rivera;Provisional;Total;Nº de plazas;-;
Prado del Rey;Provisional;Apartamentos turísticos;Nº de plazas;-;
Prado del Rey;Provisional;Hostal;Nº de plazas;-;
Prado del Rey;Provisional;Hotel;Nº de plazas;-;
Prado del Rey;Provisional;Hotel-Apartamento;Nº de plazas;-;
Prado del Rey;Provisional;Pensión;Nº de plazas;-;
Prado del Rey;Provisional;Albergues;Nº de plazas;-;
Prado del Rey;Provisional;Campings;Nº de plazas;-;
Prado del Rey;Provisional;Casas Rurales;Nº de plazas;-;
Prado del Rey;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;496;
Prado del Rey;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Prado del Rey;Provisional;Viviendas con fines turísticos;Nº de plazas;55;
Prado del Rey;Provisional;Total;Nº de plazas;720;
Puerto Real;Provisional;Apartamentos turísticos;Nº de plazas;-;
Puerto Real;Provisional;Hostal;Nº de plazas;-;
Puerto Real;Provisional;Hotel;Nº de plazas;-;
Puerto Real;Provisional;Hotel-Apartamento;Nº de plazas;-;
Puerto Real;Provisional;Pensión;Nº de plazas;-;
Puerto Real;Provisional;Albergues;Nº de plazas;-;
Puerto Real;Provisional;Campings;Nº de plazas;-;
Puerto Real;Provisional;Casas Rurales;Nº de plazas;-;
Puerto Real;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;93;
Puerto Real;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Puerto Real;Provisional;Viviendas con fines turísticos;Nº de plazas;641;
Puerto Real;Provisional;Total;Nº de plazas;1098;
Puerto Serrano;Provisional;Apartamentos turísticos;Nº de plazas;-;
Puerto Serrano;Provisional;Hostal;Nº de plazas;-;
Puerto Serrano;Provisional;Hotel;Nº de plazas;-;
Puerto Serrano;Provisional;Hotel-Apartamento;Nº de plazas;-;
Puerto Serrano;Provisional;Pensión;Nº de plazas;-;
Puerto Serrano;Provisional;Albergues;Nº de plazas;-;
Puerto Serrano;Provisional;Campings;Nº de plazas;-;
Puerto Serrano;Provisional;Casas Rurales;Nº de plazas;-;
Puerto Serrano;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Puerto Serrano;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Puerto Serrano;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
Puerto Serrano;Provisional;Total;Nº de plazas;-;
Rota;Provisional;Apartamentos turísticos;Nº de plazas;469;
Rota;Provisional;Hostal;Nº de plazas;163;
Rota;Provisional;Hotel;Nº de plazas;2748;
Rota;Provisional;Hotel-Apartamento;Nº de plazas;-;
Rota;Provisional;Pensión;Nº de plazas;-;
Rota;Provisional;Albergues;Nº de plazas;-;
Rota;Provisional;Campings;Nº de plazas;-;
Rota;Provisional;Casas Rurales;Nº de plazas;-;
Rota;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
Rota;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
Rota;Provisional;Viviendas con fines turísticos;Nº de plazas;4834;
Rota;Provisional;Total;Nº de plazas;8827;
San Fernando;Provisional;Apartamentos turísticos;Nº de plazas;924;
San Fernando;Provisional;Hostal;Nº de plazas;-;
San Fernando;Provisional;Hotel;Nº de plazas;-;
San Fernando;Provisional;Hotel-Apartamento;Nº de plazas;-;
San Fernando;Provisional;Pensión;Nº de plazas;-;
San Fernando;Provisional;Albergues;Nº de plazas;-;
San Fernando;Provisional;Campings;Nº de plazas;-;
San Fernando;Provisional;Casas Rurales;Nº de plazas;-;
San Fernando;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
San Fernando;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
San Fernando;Provisional;Viviendas con fines turísticos;Nº de plazas;774;
San Fernando;Provisional;Total;Nº de plazas;2175;
San José del Valle;Provisional;Apartamentos turísticos;Nº de plazas;-;
San José del Valle;Provisional;Hostal;Nº de plazas;-;
San José del Valle;Provisional;Hotel;Nº de plazas;-;
San José del Valle;Provisional;Hotel-Apartamento;Nº de plazas;-;
San José del Valle;Provisional;Pensión;Nº de plazas;-;
San José del Valle;Provisional;Albergues;Nº de plazas;-;
San José del Valle;Provisional;Campings;Nº de plazas;-;
San José del Valle;Provisional;Casas Rurales;Nº de plazas;-;
San José del Valle;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;87;
San José del Valle;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
San José del Valle;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
San José del Valle;Provisional;Total;Nº de plazas;130;
San Martín del Tesorillo;Provisional;Apartamentos turísticos;Nº de plazas;-;
San Martín del Tesorillo;Provisional;Hostal;Nº de plazas;-;
San Martín del Tesorillo;Provisional;Hotel;Nº de plazas;-;
San Martín del Tesorillo;Provisional;Hotel-Apartamento;Nº de plazas;-;
San Martín del Tesorillo;Provisional;Pensión;Nº de plazas;-;
San Martín del Tesorillo;Provisional;Albergues;Nº de plazas;-;
San Martín del Tesorillo;Provisional;Campings;Nº de plazas;-;
San Martín del Tesorillo;Provisional;Casas Rurales;Nº de plazas;-;
San Martín del Tesorillo;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;-;
San Martín del Tesorillo;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
San Martín del Tesorillo;Provisional;Viviendas con fines turísticos;Nº de plazas;-;
San Martín del Tesorillo;Provisional;Total;Nº de plazas;-;
San Roque;Provisional;Apartamentos turísticos;Nº de plazas;-;
San Roque;Provisional;Hostal;Nº de plazas;231;
San Roque;Provisional;Hotel;Nº de plazas;1017;
San Roque;Provisional;Hotel-Apartamento;Nº de plazas;-;
San Roque;Provisional;Pensión;Nº de plazas;-;
San Roque;Provisional;Albergues;Nº de plazas;-;
San Roque;Provisional;Campings;Nº de plazas;-;
San Roque;Provisional;Casas Rurales;Nº de plazas;-;
San Roque;Provisional;Viviendas Turísticas de Alojamiento Rural;Nº de plazas;57;
San Roque;Provisional;Área de pernocta de autocaravanas;Nº de plazas;-;
