Territorio;Nacionalidad;Medida;Valor;
Vélez de Benaudalla;Española;Inmigraciones ;5;
Vélez de Benaudalla;Extranjera;Inmigraciones ;51;
Vélez de Benaudalla;Europa;Inmigraciones ;39;
Vélez de Benaudalla;UE27;Inmigraciones ;30;
Vélez de Benaudalla;Resto de Europa;Inmigraciones ;9;
Vélez de Benaudalla;África;Inmigraciones ;6;
Vélez de Benaudalla;África Norte;Inmigraciones ;5;
Vélez de Benaudalla;Sub-Sahara;Inmigraciones ;-;
Vélez de Benaudalla;Resto África;Inmigraciones ;1;
Vélez de Benaudalla;América;Inmigraciones ;6;
Vélez de Benaudalla;América Norte;Inmigraciones ;-;
Vélez de Benaudalla;Central-Caribe;Inmigraciones ;4;
Vélez de Benaudalla;América Sur;Inmigraciones ;2;
Vélez de Benaudalla;Asia;Inmigraciones ;-;
Vélez de Benaudalla;Próximo Oriente;Inmigraciones ;-;
Vélez de Benaudalla;Resto Asia;Inmigraciones ;-;
Vélez de Benaudalla;Oceanía;Inmigraciones ;-;
Vélez de Benaudalla;Apátridas;Inmigraciones ;-;
Vélez de Benaudalla;TOTAL;Inmigraciones ;56;
Ventas de Huelma;Española;Inmigraciones ;2;
Ventas de Huelma;Extranjera;Inmigraciones ;7;
Ventas de Huelma;Europa;Inmigraciones ;-;
Ventas de Huelma;UE27;Inmigraciones ;-;
Ventas de Huelma;Resto de Europa;Inmigraciones ;-;
Ventas de Huelma;África;Inmigraciones ;3;
Ventas de Huelma;África Norte;Inmigraciones ;3;
Ventas de Huelma;Sub-Sahara;Inmigraciones ;-;
Ventas de Huelma;Resto África;Inmigraciones ;-;
Ventas de Huelma;América;Inmigraciones ;4;
Ventas de Huelma;América Norte;Inmigraciones ;-;
Ventas de Huelma;Central-Caribe;Inmigraciones ;3;
Ventas de Huelma;América Sur;Inmigraciones ;1;
Ventas de Huelma;Asia;Inmigraciones ;-;
Ventas de Huelma;Próximo Oriente;Inmigraciones ;-;
Ventas de Huelma;Resto Asia;Inmigraciones ;-;
Ventas de Huelma;Oceanía;Inmigraciones ;-;
Ventas de Huelma;Apátridas;Inmigraciones ;-;
Ventas de Huelma;TOTAL;Inmigraciones ;9;
Villa de Otura;Española;Inmigraciones ;39;
Villa de Otura;Extranjera;Inmigraciones ;55;
Villa de Otura;Europa;Inmigraciones ;20;
Villa de Otura;UE27;Inmigraciones ;14;
Villa de Otura;Resto de Europa;Inmigraciones ;6;
Villa de Otura;África;Inmigraciones ;14;
Villa de Otura;África Norte;Inmigraciones ;11;
Villa de Otura;Sub-Sahara;Inmigraciones ;-;
Villa de Otura;Resto África;Inmigraciones ;3;
Villa de Otura;América;Inmigraciones ;19;
Villa de Otura;América Norte;Inmigraciones ;-;
Villa de Otura;Central-Caribe;Inmigraciones ;5;
Villa de Otura;América Sur;Inmigraciones ;14;
Villa de Otura;Asia;Inmigraciones ;1;
Villa de Otura;Próximo Oriente;Inmigraciones ;1;
Villa de Otura;Resto Asia;Inmigraciones ;-;
Villa de Otura;Oceanía;Inmigraciones ;1;
Villa de Otura;Apátridas;Inmigraciones ;-;
Villa de Otura;TOTAL;Inmigraciones ;94;
Villamena;Española;Inmigraciones ;1;
Villamena;Extranjera;Inmigraciones ;11;
Villamena;Europa;Inmigraciones ;7;
Villamena;UE27;Inmigraciones ;3;
Villamena;Resto de Europa;Inmigraciones ;4;
Villamena;África;Inmigraciones ;-;
Villamena;África Norte;Inmigraciones ;-;
Villamena;Sub-Sahara;Inmigraciones ;-;
Villamena;Resto África;Inmigraciones ;-;
Villamena;América;Inmigraciones ;4;
Villamena;América Norte;Inmigraciones ;-;
Villamena;Central-Caribe;Inmigraciones ;1;
Villamena;América Sur;Inmigraciones ;3;
Villamena;Asia;Inmigraciones ;-;
Villamena;Próximo Oriente;Inmigraciones ;-;
Villamena;Resto Asia;Inmigraciones ;-;
Villamena;Oceanía;Inmigraciones ;-;
Villamena;Apátridas;Inmigraciones ;-;
Villamena;TOTAL;Inmigraciones ;12;
Villanueva de las Torres;Española;Inmigraciones ;-;
Villanueva de las Torres;Extranjera;Inmigraciones ;1;
Villanueva de las Torres;Europa;Inmigraciones ;-;
Villanueva de las Torres;UE27;Inmigraciones ;-;
Villanueva de las Torres;Resto de Europa;Inmigraciones ;-;
Villanueva de las Torres;África;Inmigraciones ;1;
Villanueva de las Torres;África Norte;Inmigraciones ;-;
Villanueva de las Torres;Sub-Sahara;Inmigraciones ;-;
Villanueva de las Torres;Resto África;Inmigraciones ;1;
Villanueva de las Torres;América;Inmigraciones ;-;
Villanueva de las Torres;América Norte;Inmigraciones ;-;
Villanueva de las Torres;Central-Caribe;Inmigraciones ;-;
Villanueva de las Torres;América Sur;Inmigraciones ;-;
Villanueva de las Torres;Asia;Inmigraciones ;-;
Villanueva de las Torres;Próximo Oriente;Inmigraciones ;-;
Villanueva de las Torres;Resto Asia;Inmigraciones ;-;
Villanueva de las Torres;Oceanía;Inmigraciones ;-;
Villanueva de las Torres;Apátridas;Inmigraciones ;-;
Villanueva de las Torres;TOTAL;Inmigraciones ;1;
Villanueva Mesía;Española;Inmigraciones ;1;
Villanueva Mesía;Extranjera;Inmigraciones ;5;
Villanueva Mesía;Europa;Inmigraciones ;1;
Villanueva Mesía;UE27;Inmigraciones ;1;
Villanueva Mesía;Resto de Europa;Inmigraciones ;-;
Villanueva Mesía;África;Inmigraciones ;-;
Villanueva Mesía;África Norte;Inmigraciones ;-;
Villanueva Mesía;Sub-Sahara;Inmigraciones ;-;
Villanueva Mesía;Resto África;Inmigraciones ;-;
Villanueva Mesía;América;Inmigraciones ;4;
Villanueva Mesía;América Norte;Inmigraciones ;-;
Villanueva Mesía;Central-Caribe;Inmigraciones ;2;
Villanueva Mesía;América Sur;Inmigraciones ;2;
Villanueva Mesía;Asia;Inmigraciones ;-;
Villanueva Mesía;Próximo Oriente;Inmigraciones ;-;
Villanueva Mesía;Resto Asia;Inmigraciones ;-;
Villanueva Mesía;Oceanía;Inmigraciones ;-;
Villanueva Mesía;Apátridas;Inmigraciones ;-;
Villanueva Mesía;TOTAL;Inmigraciones ;6;
Víznar;Española;Inmigraciones ;2;
Víznar;Extranjera;Inmigraciones ;8;
Víznar;Europa;Inmigraciones ;-;
Víznar;UE27;Inmigraciones ;-;
Víznar;Resto de Europa;Inmigraciones ;-;
Víznar;África;Inmigraciones ;1;
Víznar;África Norte;Inmigraciones ;1;
Víznar;Sub-Sahara;Inmigraciones ;-;
Víznar;Resto África;Inmigraciones ;-;
Víznar;América;Inmigraciones ;6;
Víznar;América Norte;Inmigraciones ;-;
Víznar;Central-Caribe;Inmigraciones ;2;
Víznar;América Sur;Inmigraciones ;4;
Víznar;Asia;Inmigraciones ;-;
Víznar;Próximo Oriente;Inmigraciones ;-;
Víznar;Resto Asia;Inmigraciones ;-;
Víznar;Oceanía;Inmigraciones ;1;
Víznar;Apátridas;Inmigraciones ;-;
Víznar;TOTAL;Inmigraciones ;10;
Zafarraya;Española;Inmigraciones ;14;
Zafarraya;Extranjera;Inmigraciones ;106;
Zafarraya;Europa;Inmigraciones ;1;
Zafarraya;UE27;Inmigraciones ;1;
Zafarraya;Resto de Europa;Inmigraciones ;-;
Zafarraya;África;Inmigraciones ;102;
Zafarraya;África Norte;Inmigraciones ;97;
Zafarraya;Sub-Sahara;Inmigraciones ;1;
Zafarraya;Resto África;Inmigraciones ;4;
Zafarraya;América;Inmigraciones ;3;
Zafarraya;América Norte;Inmigraciones ;-;
Zafarraya;Central-Caribe;Inmigraciones ;1;
Zafarraya;América Sur;Inmigraciones ;2;
Zafarraya;Asia;Inmigraciones ;-;
Zafarraya;Próximo Oriente;Inmigraciones ;-;
Zafarraya;Resto Asia;Inmigraciones ;-;
Zafarraya;Oceanía;Inmigraciones ;-;
Zafarraya;Apátridas;Inmigraciones ;-;
Zafarraya;TOTAL;Inmigraciones ;120;
Zagra;Española;Inmigraciones ;2;
Zagra;Extranjera;Inmigraciones ;60;
Zagra;Europa;Inmigraciones ;2;
Zagra;UE27;Inmigraciones ;2;
Zagra;Resto de Europa;Inmigraciones ;-;
Zagra;África;Inmigraciones ;53;
Zagra;África Norte;Inmigraciones ;45;
Zagra;Sub-Sahara;Inmigraciones ;2;
Zagra;Resto África;Inmigraciones ;6;
Zagra;América;Inmigraciones ;5;
Zagra;América Norte;Inmigraciones ;1;
Zagra;Central-Caribe;Inmigraciones ;2;
Zagra;América Sur;Inmigraciones ;2;
Zagra;Asia;Inmigraciones ;-;
Zagra;Próximo Oriente;Inmigraciones ;-;
Zagra;Resto Asia;Inmigraciones ;-;
Zagra;Oceanía;Inmigraciones ;-;
Zagra;Apátridas;Inmigraciones ;-;
Zagra;TOTAL;Inmigraciones ;62;
Zújar;Española;Inmigraciones ;23;
Zújar;Extranjera;Inmigraciones ;78;
Zújar;Europa;Inmigraciones ;11;
Zújar;UE27;Inmigraciones ;10;
Zújar;Resto de Europa;Inmigraciones ;1;
Zújar;África;Inmigraciones ;12;
Zújar;África Norte;Inmigraciones ;8;
Zújar;Sub-Sahara;Inmigraciones ;1;
Zújar;Resto África;Inmigraciones ;3;
Zújar;América;Inmigraciones ;55;
Zújar;América Norte;Inmigraciones ;-;
Zújar;Central-Caribe;Inmigraciones ;19;
Zújar;América Sur;Inmigraciones ;36;
Zújar;Asia;Inmigraciones ;-;
Zújar;Próximo Oriente;Inmigraciones ;-;
Zújar;Resto Asia;Inmigraciones ;-;
Zújar;Oceanía;Inmigraciones ;-;
Zújar;Apátridas;Inmigraciones ;-;
Zújar;TOTAL;Inmigraciones ;101;
Huelva;Española;Inmigraciones ;802;
Huelva;Extranjera;Inmigraciones ;9999;
Huelva;Europa;Inmigraciones ;3451;
Huelva;UE27;Inmigraciones ;3163;
Huelva;Resto de Europa;Inmigraciones ;288;
Huelva;África;Inmigraciones ;4059;
Huelva;África Norte;Inmigraciones ;3376;
Huelva;Sub-Sahara;Inmigraciones ;303;
Huelva;Resto África;Inmigraciones ;380;
Huelva;América;Inmigraciones ;2334;
Huelva;América Norte;Inmigraciones ;31;
Huelva;Central-Caribe;Inmigraciones ;488;
Huelva;América Sur;Inmigraciones ;1815;
Huelva;Asia;Inmigraciones ;151;
Huelva;Próximo Oriente;Inmigraciones ;11;
Huelva;Resto Asia;Inmigraciones ;140;
Huelva;Oceanía;Inmigraciones ;4;
Huelva;Apátridas;Inmigraciones ;9;
Huelva;TOTAL;Inmigraciones ;10810;
Alájar;Española;Inmigraciones ;2;
Alájar;Extranjera;Inmigraciones ;9;
Alájar;Europa;Inmigraciones ;4;
Alájar;UE27;Inmigraciones ;3;
Alájar;Resto de Europa;Inmigraciones ;1;
Alájar;África;Inmigraciones ;-;
Alájar;África Norte;Inmigraciones ;-;
Alájar;Sub-Sahara;Inmigraciones ;-;
Alájar;Resto África;Inmigraciones ;-;
Alájar;América;Inmigraciones ;5;
Alájar;América Norte;Inmigraciones ;-;
Alájar;Central-Caribe;Inmigraciones ;2;
Alájar;América Sur;Inmigraciones ;3;
Alájar;Asia;Inmigraciones ;-;
Alájar;Próximo Oriente;Inmigraciones ;-;
Alájar;Resto Asia;Inmigraciones ;-;
Alájar;Oceanía;Inmigraciones ;-;
Alájar;Apátridas;Inmigraciones ;-;
Alájar;TOTAL;Inmigraciones ;11;
Aljaraque;Española;Inmigraciones ;36;
Aljaraque;Extranjera;Inmigraciones ;91;
Aljaraque;Europa;Inmigraciones ;19;
Aljaraque;UE27;Inmigraciones ;15;
Aljaraque;Resto de Europa;Inmigraciones ;4;
Aljaraque;África;Inmigraciones ;25;
Aljaraque;África Norte;Inmigraciones ;23;
Aljaraque;Sub-Sahara;Inmigraciones ;-;
Aljaraque;Resto África;Inmigraciones ;2;
Aljaraque;América;Inmigraciones ;42;
Aljaraque;América Norte;Inmigraciones ;-;
Aljaraque;Central-Caribe;Inmigraciones ;5;
Aljaraque;América Sur;Inmigraciones ;37;
Aljaraque;Asia;Inmigraciones ;5;
Aljaraque;Próximo Oriente;Inmigraciones ;-;
Aljaraque;Resto Asia;Inmigraciones ;5;
Aljaraque;Oceanía;Inmigraciones ;-;
Aljaraque;Apátridas;Inmigraciones ;-;
Aljaraque;TOTAL;Inmigraciones ;127;
Almonaster la Real;Española;Inmigraciones ;3;
Almonaster la Real;Extranjera;Inmigraciones ;4;
Almonaster la Real;Europa;Inmigraciones ;1;
Almonaster la Real;UE27;Inmigraciones ;1;
Almonaster la Real;Resto de Europa;Inmigraciones ;-;
Almonaster la Real;África;Inmigraciones ;-;
Almonaster la Real;África Norte;Inmigraciones ;-;
Almonaster la Real;Sub-Sahara;Inmigraciones ;-;
Almonaster la Real;Resto África;Inmigraciones ;-;
Almonaster la Real;América;Inmigraciones ;3;
Almonaster la Real;América Norte;Inmigraciones ;-;
Almonaster la Real;Central-Caribe;Inmigraciones ;-;
Almonaster la Real;América Sur;Inmigraciones ;3;
Almonaster la Real;Asia;Inmigraciones ;-;
Almonaster la Real;Próximo Oriente;Inmigraciones ;-;
Almonaster la Real;Resto Asia;Inmigraciones ;-;
Almonaster la Real;Oceanía;Inmigraciones ;-;
Almonaster la Real;Apátridas;Inmigraciones ;-;
Almonaster la Real;TOTAL;Inmigraciones ;7;
Almonte;Española;Inmigraciones ;28;
Almonte;Extranjera;Inmigraciones ;871;
Almonte;Europa;Inmigraciones ;537;
Almonte;UE27;Inmigraciones ;526;
Almonte;Resto de Europa;Inmigraciones ;11;
Almonte;África;Inmigraciones ;221;
Almonte;África Norte;Inmigraciones ;210;
Almonte;Sub-Sahara;Inmigraciones ;3;
Almonte;Resto África;Inmigraciones ;8;
Almonte;América;Inmigraciones ;102;
Almonte;América Norte;Inmigraciones ;-;
Almonte;Central-Caribe;Inmigraciones ;36;
Almonte;América Sur;Inmigraciones ;66;
Almonte;Asia;Inmigraciones ;11;
Almonte;Próximo Oriente;Inmigraciones ;-;
Almonte;Resto Asia;Inmigraciones ;11;
Almonte;Oceanía;Inmigraciones ;-;
Almonte;Apátridas;Inmigraciones ;-;
Almonte;TOTAL;Inmigraciones ;899;
Alosno;Española;Inmigraciones ;10;
Alosno;Extranjera;Inmigraciones ;65;
Alosno;Europa;Inmigraciones ;5;
Alosno;UE27;Inmigraciones ;5;
Alosno;Resto de Europa;Inmigraciones ;-;
Alosno;África;Inmigraciones ;56;
Alosno;África Norte;Inmigraciones ;56;
Alosno;Sub-Sahara;Inmigraciones ;-;
Alosno;Resto África;Inmigraciones ;-;
Alosno;América;Inmigraciones ;4;
Alosno;América Norte;Inmigraciones ;-;
Alosno;Central-Caribe;Inmigraciones ;1;
Alosno;América Sur;Inmigraciones ;3;
Alosno;Asia;Inmigraciones ;-;
Alosno;Próximo Oriente;Inmigraciones ;-;
Alosno;Resto Asia;Inmigraciones ;-;
Alosno;Oceanía;Inmigraciones ;-;
Alosno;Apátridas;Inmigraciones ;-;
Alosno;TOTAL;Inmigraciones ;75;
Aracena;Española;Inmigraciones ;14;
Aracena;Extranjera;Inmigraciones ;91;
Aracena;Europa;Inmigraciones ;21;
Aracena;UE27;Inmigraciones ;18;
Aracena;Resto de Europa;Inmigraciones ;3;
Aracena;África;Inmigraciones ;11;
Aracena;África Norte;Inmigraciones ;8;
Aracena;Sub-Sahara;Inmigraciones ;1;
Aracena;Resto África;Inmigraciones ;2;
Aracena;América;Inmigraciones ;57;
Aracena;América Norte;Inmigraciones ;1;
Aracena;Central-Caribe;Inmigraciones ;24;
Aracena;América Sur;Inmigraciones ;32;
Aracena;Asia;Inmigraciones ;2;
Aracena;Próximo Oriente;Inmigraciones ;-;
Aracena;Resto Asia;Inmigraciones ;2;
Aracena;Oceanía;Inmigraciones ;-;
Aracena;Apátridas;Inmigraciones ;3;
Aracena;TOTAL;Inmigraciones ;108;
Aroche;Española;Inmigraciones ;1;
Aroche;Extranjera;Inmigraciones ;19;
Aroche;Europa;Inmigraciones ;6;
Aroche;UE27;Inmigraciones ;6;
Aroche;Resto de Europa;Inmigraciones ;-;
Aroche;África;Inmigraciones ;-;
Aroche;África Norte;Inmigraciones ;-;
Aroche;Sub-Sahara;Inmigraciones ;-;
Aroche;Resto África;Inmigraciones ;-;
Aroche;América;Inmigraciones ;13;
Aroche;América Norte;Inmigraciones ;-;
Aroche;Central-Caribe;Inmigraciones ;5;
Aroche;América Sur;Inmigraciones ;8;
Aroche;Asia;Inmigraciones ;-;
Aroche;Próximo Oriente;Inmigraciones ;-;
Aroche;Resto Asia;Inmigraciones ;-;
Aroche;Oceanía;Inmigraciones ;-;
Aroche;Apátridas;Inmigraciones ;-;
Aroche;TOTAL;Inmigraciones ;20;
Arroyomolinos de León;Española;Inmigraciones ;1;
Arroyomolinos de León;Extranjera;Inmigraciones ;2;
Arroyomolinos de León;Europa;Inmigraciones ;-;
Arroyomolinos de León;UE27;Inmigraciones ;-;
Arroyomolinos de León;Resto de Europa;Inmigraciones ;-;
Arroyomolinos de León;África;Inmigraciones ;-;
Arroyomolinos de León;África Norte;Inmigraciones ;-;
Arroyomolinos de León;Sub-Sahara;Inmigraciones ;-;
Arroyomolinos de León;Resto África;Inmigraciones ;-;
Arroyomolinos de León;América;Inmigraciones ;2;
Arroyomolinos de León;América Norte;Inmigraciones ;-;
Arroyomolinos de León;Central-Caribe;Inmigraciones ;1;
Arroyomolinos de León;América Sur;Inmigraciones ;1;
Arroyomolinos de León;Asia;Inmigraciones ;-;
Arroyomolinos de León;Próximo Oriente;Inmigraciones ;-;
Arroyomolinos de León;Resto Asia;Inmigraciones ;-;
Arroyomolinos de León;Oceanía;Inmigraciones ;-;
Arroyomolinos de León;Apátridas;Inmigraciones ;-;
Arroyomolinos de León;TOTAL;Inmigraciones ;3;
Ayamonte;Española;Inmigraciones ;42;
Ayamonte;Extranjera;Inmigraciones ;565;
Ayamonte;Europa;Inmigraciones ;278;
Ayamonte;UE27;Inmigraciones ;244;
Ayamonte;Resto de Europa;Inmigraciones ;34;
Ayamonte;África;Inmigraciones ;105;
Ayamonte;África Norte;Inmigraciones ;87;
Ayamonte;Sub-Sahara;Inmigraciones ;7;
Ayamonte;Resto África;Inmigraciones ;11;
Ayamonte;América;Inmigraciones ;164;
Ayamonte;América Norte;Inmigraciones ;1;
Ayamonte;Central-Caribe;Inmigraciones ;23;
Ayamonte;América Sur;Inmigraciones ;140;
Ayamonte;Asia;Inmigraciones ;18;
Ayamonte;Próximo Oriente;Inmigraciones ;1;
Ayamonte;Resto Asia;Inmigraciones ;17;
Ayamonte;Oceanía;Inmigraciones ;-;
Ayamonte;Apátridas;Inmigraciones ;1;
Ayamonte;TOTAL;Inmigraciones ;608;
Beas;Española;Inmigraciones ;11;
Beas;Extranjera;Inmigraciones ;19;
Beas;Europa;Inmigraciones ;5;
Beas;UE27;Inmigraciones ;5;
Beas;Resto de Europa;Inmigraciones ;-;
Beas;África;Inmigraciones ;8;
Beas;África Norte;Inmigraciones ;8;
Beas;Sub-Sahara;Inmigraciones ;-;
Beas;Resto África;Inmigraciones ;-;
Beas;América;Inmigraciones ;5;
Beas;América Norte;Inmigraciones ;-;
Beas;Central-Caribe;Inmigraciones ;2;
Beas;América Sur;Inmigraciones ;3;
Beas;Asia;Inmigraciones ;1;
Beas;Próximo Oriente;Inmigraciones ;-;
Beas;Resto Asia;Inmigraciones ;1;
Beas;Oceanía;Inmigraciones ;-;
Beas;Apátridas;Inmigraciones ;-;
Beas;TOTAL;Inmigraciones ;30;
Berrocal;Española;Inmigraciones ;1;
Berrocal;Extranjera;Inmigraciones ;1;
Berrocal;Europa;Inmigraciones ;-;
Berrocal;UE27;Inmigraciones ;-;
Berrocal;Resto de Europa;Inmigraciones ;-;
Berrocal;África;Inmigraciones ;-;
Berrocal;África Norte;Inmigraciones ;-;
Berrocal;Sub-Sahara;Inmigraciones ;-;
Berrocal;Resto África;Inmigraciones ;-;
Berrocal;América;Inmigraciones ;1;
Berrocal;América Norte;Inmigraciones ;-;
Berrocal;Central-Caribe;Inmigraciones ;-;
Berrocal;América Sur;Inmigraciones ;1;
Berrocal;Asia;Inmigraciones ;-;
Berrocal;Próximo Oriente;Inmigraciones ;-;
Berrocal;Resto Asia;Inmigraciones ;-;
Berrocal;Oceanía;Inmigraciones ;-;
Berrocal;Apátridas;Inmigraciones ;-;
Berrocal;TOTAL;Inmigraciones ;2;
Bollullos Par del Condado;Española;Inmigraciones ;28;
Bollullos Par del Condado;Extranjera;Inmigraciones ;243;
Bollullos Par del Condado;Europa;Inmigraciones ;118;
Bollullos Par del Condado;UE27;Inmigraciones ;111;
Bollullos Par del Condado;Resto de Europa;Inmigraciones ;7;
Bollullos Par del Condado;África;Inmigraciones ;73;
Bollullos Par del Condado;África Norte;Inmigraciones ;73;
Bollullos Par del Condado;Sub-Sahara;Inmigraciones ;-;
Bollullos Par del Condado;Resto África;Inmigraciones ;-;
Bollullos Par del Condado;América;Inmigraciones ;50;
Bollullos Par del Condado;América Norte;Inmigraciones ;4;
Bollullos Par del Condado;Central-Caribe;Inmigraciones ;24;
Bollullos Par del Condado;América Sur;Inmigraciones ;22;
Bollullos Par del Condado;Asia;Inmigraciones ;2;
Bollullos Par del Condado;Próximo Oriente;Inmigraciones ;1;
Bollullos Par del Condado;Resto Asia;Inmigraciones ;1;
Bollullos Par del Condado;Oceanía;Inmigraciones ;-;
Bollullos Par del Condado;Apátridas;Inmigraciones ;-;
Bollullos Par del Condado;TOTAL;Inmigraciones ;271;
Bonares;Española;Inmigraciones ;6;
Bonares;Extranjera;Inmigraciones ;214;
Bonares;Europa;Inmigraciones ;65;
Bonares;UE27;Inmigraciones ;63;
Bonares;Resto de Europa;Inmigraciones ;2;
Bonares;África;Inmigraciones ;122;
Bonares;África Norte;Inmigraciones ;108;
Bonares;Sub-Sahara;Inmigraciones ;6;
Bonares;Resto África;Inmigraciones ;8;
Bonares;América;Inmigraciones ;24;
Bonares;América Norte;Inmigraciones ;-;
Bonares;Central-Caribe;Inmigraciones ;2;
Bonares;América Sur;Inmigraciones ;22;
Bonares;Asia;Inmigraciones ;3;
Bonares;Próximo Oriente;Inmigraciones ;-;
Bonares;Resto Asia;Inmigraciones ;3;
Bonares;Oceanía;Inmigraciones ;-;
Bonares;Apátridas;Inmigraciones ;-;
Bonares;TOTAL;Inmigraciones ;220;
Cabezas Rubias;Española;Inmigraciones ;1;
Cabezas Rubias;Extranjera;Inmigraciones ;3;
Cabezas Rubias;Europa;Inmigraciones ;-;
Cabezas Rubias;UE27;Inmigraciones ;-;
Cabezas Rubias;Resto de Europa;Inmigraciones ;-;
Cabezas Rubias;África;Inmigraciones ;-;
Cabezas Rubias;África Norte;Inmigraciones ;-;
Cabezas Rubias;Sub-Sahara;Inmigraciones ;-;
Cabezas Rubias;Resto África;Inmigraciones ;-;
Cabezas Rubias;América;Inmigraciones ;3;
Cabezas Rubias;América Norte;Inmigraciones ;-;
Cabezas Rubias;Central-Caribe;Inmigraciones ;2;
Cabezas Rubias;América Sur;Inmigraciones ;1;
Cabezas Rubias;Asia;Inmigraciones ;-;
Cabezas Rubias;Próximo Oriente;Inmigraciones ;-;
Cabezas Rubias;Resto Asia;Inmigraciones ;-;
Cabezas Rubias;Oceanía;Inmigraciones ;-;
Cabezas Rubias;Apátridas;Inmigraciones ;-;
Cabezas Rubias;TOTAL;Inmigraciones ;4;
Cala;Española;Inmigraciones ;1;
Cala;Extranjera;Inmigraciones ;5;
Cala;Europa;Inmigraciones ;1;
Cala;UE27;Inmigraciones ;1;
Cala;Resto de Europa;Inmigraciones ;-;
Cala;África;Inmigraciones ;-;
Cala;África Norte;Inmigraciones ;-;
Cala;Sub-Sahara;Inmigraciones ;-;
Cala;Resto África;Inmigraciones ;-;
Cala;América;Inmigraciones ;4;
Cala;América Norte;Inmigraciones ;-;
Cala;Central-Caribe;Inmigraciones ;2;
Cala;América Sur;Inmigraciones ;2;
Cala;Asia;Inmigraciones ;-;
Cala;Próximo Oriente;Inmigraciones ;-;
Cala;Resto Asia;Inmigraciones ;-;
Cala;Oceanía;Inmigraciones ;-;
Cala;Apátridas;Inmigraciones ;-;
Cala;TOTAL;Inmigraciones ;6;
Calañas;Española;Inmigraciones ;1;
Calañas;Extranjera;Inmigraciones ;13;
Calañas;Europa;Inmigraciones ;4;
Calañas;UE27;Inmigraciones ;3;
Calañas;Resto de Europa;Inmigraciones ;1;
Calañas;África;Inmigraciones ;1;
Calañas;África Norte;Inmigraciones ;1;
Calañas;Sub-Sahara;Inmigraciones ;-;
Calañas;Resto África;Inmigraciones ;-;
Calañas;América;Inmigraciones ;7;
Calañas;América Norte;Inmigraciones ;-;
Calañas;Central-Caribe;Inmigraciones ;-;
Calañas;América Sur;Inmigraciones ;7;
Calañas;Asia;Inmigraciones ;-;
Calañas;Próximo Oriente;Inmigraciones ;-;
Calañas;Resto Asia;Inmigraciones ;-;
Calañas;Oceanía;Inmigraciones ;1;
Calañas;Apátridas;Inmigraciones ;-;
Calañas;TOTAL;Inmigraciones ;14;
Campofrío;Española;Inmigraciones ;3;
Campofrío;Extranjera;Inmigraciones ;4;
Campofrío;Europa;Inmigraciones ;-;
Campofrío;UE27;Inmigraciones ;-;
Campofrío;Resto de Europa;Inmigraciones ;-;
Campofrío;África;Inmigraciones ;-;
Campofrío;África Norte;Inmigraciones ;-;
Campofrío;Sub-Sahara;Inmigraciones ;-;
Campofrío;Resto África;Inmigraciones ;-;
Campofrío;América;Inmigraciones ;2;
Campofrío;América Norte;Inmigraciones ;-;
Campofrío;Central-Caribe;Inmigraciones ;1;
Campofrío;América Sur;Inmigraciones ;1;
Campofrío;Asia;Inmigraciones ;2;
Campofrío;Próximo Oriente;Inmigraciones ;2;
Campofrío;Resto Asia;Inmigraciones ;-;
Campofrío;Oceanía;Inmigraciones ;-;
Campofrío;Apátridas;Inmigraciones ;-;
Campofrío;TOTAL;Inmigraciones ;7;
Cañaveral de León;Española;Inmigraciones ;1;
