Territorio;Tipo de instalación;Medida;Valor;
Utrera;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Utrera;Polideportivos;Espacios deportivos;2;
Utrera;Piscinas aire libre;Espacios deportivos;13;
Utrera;Piscinas cubiertas;Espacios deportivos;1;
Utrera;Pistas de atletismo;Espacios deportivos;1;
Utrera;Pistas de padel;Espacios deportivos;1;
Utrera;Pistas de petanca;Espacios deportivos;-;
Utrera;Pistas de squash;Espacios deportivos;-;
Utrera;Pistas de tenis;Espacios deportivos;3;
Utrera;Pistas polideportivas;Espacios deportivos;55;
Utrera;Salas;Espacios deportivos;19;
Utrera;Velódromos;Espacios deportivos;-;
Utrera;Otros espacios convencionales;Espacios deportivos;3;
Utrera;Carriles de bicicleta;Espacios deportivos;-;
Utrera;Circuitos de velocidad;Espacios deportivos;-;
Utrera;Campos de golf;Espacios deportivos;-;
Utrera;Pistas de hípica;Espacios deportivos;2;
Utrera;Juegos tradicionales y populares;Espacios deportivos;-;
Utrera;Circuitos de karting;Espacios deportivos;-;
Utrera;Circuitos de motocross;Espacios deportivos;-;
Utrera;Rocódromos;Espacios deportivos;-;
Utrera;Pistas de esquí;Espacios deportivos;-;
Utrera;Campos de tiro;Espacios deportivos;1;
Utrera;Otros espacios singulares;Espacios deportivos;1;
Utrera;Áreas de actividad acuática;Espacios deportivos;-;
Utrera;Áreas de actividad aérea;Espacios deportivos;-;
Utrera;Áreas de actividad terrestre;Espacios deportivos;-;
Utrera;Total;Espacios deportivos;125;
Valencina de la Concepción;Campos de fútbol;Espacios deportivos;-;
Valencina de la Concepción;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Valencina de la Concepción;Frontones;Espacios deportivos;-;
Valencina de la Concepción;Otros campos;Espacios deportivos;-;
Valencina de la Concepción;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Valencina de la Concepción;Polideportivos;Espacios deportivos;-;
Valencina de la Concepción;Piscinas aire libre;Espacios deportivos;10;
Valencina de la Concepción;Piscinas cubiertas;Espacios deportivos;1;
Valencina de la Concepción;Pistas de atletismo;Espacios deportivos;-;
Valencina de la Concepción;Pistas de padel;Espacios deportivos;3;
Valencina de la Concepción;Pistas de petanca;Espacios deportivos;8;
Valencina de la Concepción;Pistas de squash;Espacios deportivos;-;
Valencina de la Concepción;Pistas de tenis;Espacios deportivos;-;
Valencina de la Concepción;Pistas polideportivas;Espacios deportivos;12;
Valencina de la Concepción;Salas;Espacios deportivos;2;
Valencina de la Concepción;Velódromos;Espacios deportivos;-;
Valencina de la Concepción;Otros espacios convencionales;Espacios deportivos;-;
Valencina de la Concepción;Carriles de bicicleta;Espacios deportivos;1;
Valencina de la Concepción;Circuitos de velocidad;Espacios deportivos;-;
Valencina de la Concepción;Campos de golf;Espacios deportivos;-;
Valencina de la Concepción;Pistas de hípica;Espacios deportivos;-;
Valencina de la Concepción;Juegos tradicionales y populares;Espacios deportivos;-;
Valencina de la Concepción;Circuitos de karting;Espacios deportivos;-;
Valencina de la Concepción;Circuitos de motocross;Espacios deportivos;-;
Valencina de la Concepción;Rocódromos;Espacios deportivos;-;
Valencina de la Concepción;Pistas de esquí;Espacios deportivos;-;
Valencina de la Concepción;Campos de tiro;Espacios deportivos;-;
Valencina de la Concepción;Otros espacios singulares;Espacios deportivos;-;
Valencina de la Concepción;Áreas de actividad acuática;Espacios deportivos;-;
Valencina de la Concepción;Áreas de actividad aérea;Espacios deportivos;-;
Valencina de la Concepción;Áreas de actividad terrestre;Espacios deportivos;-;
Valencina de la Concepción;Total;Espacios deportivos;38;
Villamanrique de la Condesa;Campos de fútbol;Espacios deportivos;1;
Villamanrique de la Condesa;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Villamanrique de la Condesa;Frontones;Espacios deportivos;-;
Villamanrique de la Condesa;Otros campos;Espacios deportivos;-;
Villamanrique de la Condesa;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Villamanrique de la Condesa;Polideportivos;Espacios deportivos;-;
Villamanrique de la Condesa;Piscinas aire libre;Espacios deportivos;2;
Villamanrique de la Condesa;Piscinas cubiertas;Espacios deportivos;-;
Villamanrique de la Condesa;Pistas de atletismo;Espacios deportivos;-;
Villamanrique de la Condesa;Pistas de padel;Espacios deportivos;-;
Villamanrique de la Condesa;Pistas de petanca;Espacios deportivos;-;
Villamanrique de la Condesa;Pistas de squash;Espacios deportivos;-;
Villamanrique de la Condesa;Pistas de tenis;Espacios deportivos;-;
Villamanrique de la Condesa;Pistas polideportivas;Espacios deportivos;5;
Villamanrique de la Condesa;Salas;Espacios deportivos;2;
Villamanrique de la Condesa;Velódromos;Espacios deportivos;-;
Villamanrique de la Condesa;Otros espacios convencionales;Espacios deportivos;-;
Villamanrique de la Condesa;Carriles de bicicleta;Espacios deportivos;1;
Villamanrique de la Condesa;Circuitos de velocidad;Espacios deportivos;-;
Villamanrique de la Condesa;Campos de golf;Espacios deportivos;-;
Villamanrique de la Condesa;Pistas de hípica;Espacios deportivos;-;
Villamanrique de la Condesa;Juegos tradicionales y populares;Espacios deportivos;-;
Villamanrique de la Condesa;Circuitos de karting;Espacios deportivos;-;
Villamanrique de la Condesa;Circuitos de motocross;Espacios deportivos;-;
Villamanrique de la Condesa;Rocódromos;Espacios deportivos;-;
Villamanrique de la Condesa;Pistas de esquí;Espacios deportivos;-;
Villamanrique de la Condesa;Campos de tiro;Espacios deportivos;-;
Villamanrique de la Condesa;Otros espacios singulares;Espacios deportivos;-;
Villamanrique de la Condesa;Áreas de actividad acuática;Espacios deportivos;-;
Villamanrique de la Condesa;Áreas de actividad aérea;Espacios deportivos;-;
Villamanrique de la Condesa;Áreas de actividad terrestre;Espacios deportivos;1;
Villamanrique de la Condesa;Total;Espacios deportivos;13;
Villanueva de San Juan;Campos de fútbol;Espacios deportivos;1;
Villanueva de San Juan;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Villanueva de San Juan;Frontones;Espacios deportivos;-;
Villanueva de San Juan;Otros campos;Espacios deportivos;-;
Villanueva de San Juan;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Villanueva de San Juan;Polideportivos;Espacios deportivos;-;
Villanueva de San Juan;Piscinas aire libre;Espacios deportivos;1;
Villanueva de San Juan;Piscinas cubiertas;Espacios deportivos;-;
Villanueva de San Juan;Pistas de atletismo;Espacios deportivos;-;
Villanueva de San Juan;Pistas de padel;Espacios deportivos;-;
Villanueva de San Juan;Pistas de petanca;Espacios deportivos;-;
Villanueva de San Juan;Pistas de squash;Espacios deportivos;-;
Villanueva de San Juan;Pistas de tenis;Espacios deportivos;-;
Villanueva de San Juan;Pistas polideportivas;Espacios deportivos;2;
Villanueva de San Juan;Salas;Espacios deportivos;1;
Villanueva de San Juan;Velódromos;Espacios deportivos;-;
Villanueva de San Juan;Otros espacios convencionales;Espacios deportivos;-;
Villanueva de San Juan;Carriles de bicicleta;Espacios deportivos;-;
Villanueva de San Juan;Circuitos de velocidad;Espacios deportivos;-;
Villanueva de San Juan;Campos de golf;Espacios deportivos;-;
Villanueva de San Juan;Pistas de hípica;Espacios deportivos;-;
Villanueva de San Juan;Juegos tradicionales y populares;Espacios deportivos;-;
Villanueva de San Juan;Circuitos de karting;Espacios deportivos;-;
Villanueva de San Juan;Circuitos de motocross;Espacios deportivos;-;
Villanueva de San Juan;Rocódromos;Espacios deportivos;-;
Villanueva de San Juan;Pistas de esquí;Espacios deportivos;-;
Villanueva de San Juan;Campos de tiro;Espacios deportivos;-;
Villanueva de San Juan;Otros espacios singulares;Espacios deportivos;-;
Villanueva de San Juan;Áreas de actividad acuática;Espacios deportivos;-;
Villanueva de San Juan;Áreas de actividad aérea;Espacios deportivos;-;
Villanueva de San Juan;Áreas de actividad terrestre;Espacios deportivos;-;
Villanueva de San Juan;Total;Espacios deportivos;5;
Villanueva del Ariscal;Campos de fútbol;Espacios deportivos;1;
Villanueva del Ariscal;Espacios pequeños y no reglamentarios;Espacios deportivos;-;
Villanueva del Ariscal;Frontones;Espacios deportivos;-;
Villanueva del Ariscal;Otros campos;Espacios deportivos;-;
Villanueva del Ariscal;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Villanueva del Ariscal;Polideportivos;Espacios deportivos;-;
Villanueva del Ariscal;Piscinas aire libre;Espacios deportivos;1;
Villanueva del Ariscal;Piscinas cubiertas;Espacios deportivos;-;
Villanueva del Ariscal;Pistas de atletismo;Espacios deportivos;-;
Villanueva del Ariscal;Pistas de padel;Espacios deportivos;-;
Villanueva del Ariscal;Pistas de petanca;Espacios deportivos;-;
Villanueva del Ariscal;Pistas de squash;Espacios deportivos;-;
Villanueva del Ariscal;Pistas de tenis;Espacios deportivos;1;
Villanueva del Ariscal;Pistas polideportivas;Espacios deportivos;7;
Villanueva del Ariscal;Salas;Espacios deportivos;3;
Villanueva del Ariscal;Velódromos;Espacios deportivos;-;
Villanueva del Ariscal;Otros espacios convencionales;Espacios deportivos;-;
Villanueva del Ariscal;Carriles de bicicleta;Espacios deportivos;-;
Villanueva del Ariscal;Circuitos de velocidad;Espacios deportivos;-;
Villanueva del Ariscal;Campos de golf;Espacios deportivos;-;
Villanueva del Ariscal;Pistas de hípica;Espacios deportivos;-;
Villanueva del Ariscal;Juegos tradicionales y populares;Espacios deportivos;-;
Villanueva del Ariscal;Circuitos de karting;Espacios deportivos;-;
Villanueva del Ariscal;Circuitos de motocross;Espacios deportivos;-;
Villanueva del Ariscal;Rocódromos;Espacios deportivos;-;
Villanueva del Ariscal;Pistas de esquí;Espacios deportivos;-;
Villanueva del Ariscal;Campos de tiro;Espacios deportivos;-;
Villanueva del Ariscal;Otros espacios singulares;Espacios deportivos;-;
Villanueva del Ariscal;Áreas de actividad acuática;Espacios deportivos;-;
Villanueva del Ariscal;Áreas de actividad aérea;Espacios deportivos;-;
Villanueva del Ariscal;Áreas de actividad terrestre;Espacios deportivos;-;
Villanueva del Ariscal;Total;Espacios deportivos;13;
Villanueva del Río y Minas;Campos de fútbol;Espacios deportivos;-;
Villanueva del Río y Minas;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Villanueva del Río y Minas;Frontones;Espacios deportivos;-;
Villanueva del Río y Minas;Otros campos;Espacios deportivos;-;
Villanueva del Río y Minas;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Villanueva del Río y Minas;Polideportivos;Espacios deportivos;1;
Villanueva del Río y Minas;Piscinas aire libre;Espacios deportivos;2;
Villanueva del Río y Minas;Piscinas cubiertas;Espacios deportivos;1;
Villanueva del Río y Minas;Pistas de atletismo;Espacios deportivos;-;
Villanueva del Río y Minas;Pistas de padel;Espacios deportivos;-;
Villanueva del Río y Minas;Pistas de petanca;Espacios deportivos;-;
Villanueva del Río y Minas;Pistas de squash;Espacios deportivos;-;
Villanueva del Río y Minas;Pistas de tenis;Espacios deportivos;-;
Villanueva del Río y Minas;Pistas polideportivas;Espacios deportivos;4;
Villanueva del Río y Minas;Salas;Espacios deportivos;-;
Villanueva del Río y Minas;Velódromos;Espacios deportivos;-;
Villanueva del Río y Minas;Otros espacios convencionales;Espacios deportivos;-;
Villanueva del Río y Minas;Carriles de bicicleta;Espacios deportivos;-;
Villanueva del Río y Minas;Circuitos de velocidad;Espacios deportivos;-;
Villanueva del Río y Minas;Campos de golf;Espacios deportivos;-;
Villanueva del Río y Minas;Pistas de hípica;Espacios deportivos;-;
Villanueva del Río y Minas;Juegos tradicionales y populares;Espacios deportivos;-;
Villanueva del Río y Minas;Circuitos de karting;Espacios deportivos;-;
Villanueva del Río y Minas;Circuitos de motocross;Espacios deportivos;-;
Villanueva del Río y Minas;Rocódromos;Espacios deportivos;-;
Villanueva del Río y Minas;Pistas de esquí;Espacios deportivos;-;
Villanueva del Río y Minas;Campos de tiro;Espacios deportivos;-;
Villanueva del Río y Minas;Otros espacios singulares;Espacios deportivos;1;
Villanueva del Río y Minas;Áreas de actividad acuática;Espacios deportivos;-;
Villanueva del Río y Minas;Áreas de actividad aérea;Espacios deportivos;-;
Villanueva del Río y Minas;Áreas de actividad terrestre;Espacios deportivos;-;
Villanueva del Río y Minas;Total;Espacios deportivos;10;
Villaverde del Río;Campos de fútbol;Espacios deportivos;2;
Villaverde del Río;Espacios pequeños y no reglamentarios;Espacios deportivos;1;
Villaverde del Río;Frontones;Espacios deportivos;-;
Villaverde del Río;Otros campos;Espacios deportivos;-;
Villaverde del Río;Pabellones con frontón y frontones en recinto cerrado;Espacios deportivos;-;
Villaverde del Río;Polideportivos;Espacios deportivos;-;
Villaverde del Río;Piscinas aire libre;Espacios deportivos;2;
Villaverde del Río;Piscinas cubiertas;Espacios deportivos;-;
Villaverde del Río;Pistas de atletismo;Espacios deportivos;-;
Villaverde del Río;Pistas de padel;Espacios deportivos;-;
Villaverde del Río;Pistas de petanca;Espacios deportivos;-;
Villaverde del Río;Pistas de squash;Espacios deportivos;-;
Villaverde del Río;Pistas de tenis;Espacios deportivos;-;
Villaverde del Río;Pistas polideportivas;Espacios deportivos;11;
Villaverde del Río;Salas;Espacios deportivos;3;
Villaverde del Río;Velódromos;Espacios deportivos;-;
Villaverde del Río;Otros espacios convencionales;Espacios deportivos;-;
Villaverde del Río;Carriles de bicicleta;Espacios deportivos;-;
Villaverde del Río;Circuitos de velocidad;Espacios deportivos;-;
Villaverde del Río;Campos de golf;Espacios deportivos;-;
Villaverde del Río;Pistas de hípica;Espacios deportivos;-;
Villaverde del Río;Juegos tradicionales y populares;Espacios deportivos;-;
Villaverde del Río;Circuitos de karting;Espacios deportivos;-;
Villaverde del Río;Circuitos de motocross;Espacios deportivos;-;
Villaverde del Río;Rocódromos;Espacios deportivos;-;
Villaverde del Río;Pistas de esquí;Espacios deportivos;-;
Villaverde del Río;Campos de tiro;Espacios deportivos;-;
Villaverde del Río;Otros espacios singulares;Espacios deportivos;-;
Villaverde del Río;Áreas de actividad acuática;Espacios deportivos;-;
Villaverde del Río;Áreas de actividad aérea;Espacios deportivos;-;
Villaverde del Río;Áreas de actividad terrestre;Espacios deportivos;-;
Villaverde del Río;Total;Espacios deportivos;19;

          
               
                    
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
               
